formula,activity,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
MoS2-Au@Pt,peroxidase,,,,,CTAB,0.1,0.001,H2O2+TMB,0.0008,0.0544,,12.0,4.0,35.0,,,10208
Co4N,peroxidase,6000.0,,,,,0.243,,TMB+H2O2,1e-09,0.0008,30.0,0.002,4 units,25.0,,,10209
Co4N,peroxidase,6000.0,,,,,2.95,,H2O2+TMB,5e-06,0.0003,0.8,0.002,4 units,25.0,,,10210
CeO2,multi-activity,60.89,60.89,60.89,,,,,H2O2,,,,0.04,,25.0,,,10211
CeO2,multi-activity,60.89,60.89,60.89,,,,,O2^-,,,,0.2,,37.0,,,10212
Fe3O4,peroxidase,13.0,13.0,13.0,,,3.6e-05,0.00415,AU+H2O2,0.0006,0.008,2.5,1.0,7.0,37.0,-24.0,91.4,10213
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.00017,0.00155,AU+H2O2,0.0006,0.008,2.5,1.0,7.0,37.0,-24.0,91.4,10214
Se,peroxidase,70.0,70.0,70.0,BSA,,,,,,,,,7.2,37.0,,,10215
Au,peroxidase,30.0,30.0,30.0,,,0.0251,0.0008369999999999,TMB+H2O2,1e-09,1e-08,500.0,,,25.0,36.5,,10216
Au,peroxidase,30.0,30.0,30.0,,,0.229,0.00714,H2O2+TMB,1e-09,1e-08,500.0,,,25.0,36.5,,10217
Au,peroxidase,25.0,25.0,25.0,,,0.0357,0.000102,TMB+H2O2,1e-09,1e-08,,,,25.0,,,10218
Au,peroxidase,25.0,25.0,25.0,,,0.46,0.0010099999999999,H2O2+TMB,1e-09,1e-08,,,,25.0,,,10219
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,20.0,,7.4,25.0,,,10220
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,20.0,,7.4,25.0,,,10221
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.1,0.001,TMB+H2O2,0.1,0.5,20.0,,7.4,25.0,,,10222
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.01,0.0001,ABTS+H2O2,0.01,2.5,20.0,,7.4,25.0,,,10223
Pt,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.02,0.0002,ABTS+H2O2,0.02,5.0,20.0,,7.4,25.0,,,10224
Pt,catalase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,H2O2,,,,,5-10,25.0,,,10225
Pt,,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,FMN+HCOOK,,,5000.0,,7.4,25.0,,,10226
Pd,,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,FMN+NaBH4,,,,,7.4,25.0,,,10227
Pd,reductase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,p-NP+HCOOK,,,5000.0,,7.4,25.0,,,10228
Fe3O4,peroxidase,250.0,,,poly(N-Vinylpyrrolidone),,,,MB+H2O2,,,,,,55.0,,,10229
Fe3O4,peroxidase,250.0,,,poly(N-Vinylpyrrolidone),,,,H2O2+MB,,,,,,55.0,,,10230
Pt,peroxidase,65.09,65.09,65.09,mPEG-SH,CTAB,,,H2O2,,,1.0,,,,-3.84,,10231
Pt,peroxidase,115.6,115.6,115.6,mPEG-SH,CTAB,,,H2O2,,,1.0,,,,-3.84,,10232
Pt,peroxidase,1.26,1.26,1.26,,,0.237,0.00050378,TMB + H2O2,0.086,0.39,300.0,,4,40.0,-12.0,,10233
Pt,peroxidase,1.26,1.26,1.26,,,14.399,0.00018605,H2O2 + TMB,1.429,4.286,0.6,,4,40.0,-12.0,,10234
Fe7S8,peroxidase,,,,,,0.895,,H2O2+TMB,,,800.0,1.0,4.0,30.0,,,10235
Fe7S8,peroxidase,,,,,,0.548,,TMB+H2O2,,,10.0,1.0,4.0,30.0,,,10236
Se,peroxidase,55.0,55.0,55.0,,,,,GSH + H2O2,,,,,,,,,10237
Se,peroxidase,55.0,55.0,55.0,,,,,GSH + H2O2,,,,,,,,,10238
Au,peroxidase,55.0,55.0,55.0,,CTAB,,,H2O2,0.01,7.0,,,7.0,22.0,,,10239
Au,peroxidase,450.0,27.5,,,CTAB,,,H2O2,0.01,7.0,,,7.0,22.0,,,10240
Fe2O3,peroxidase,35.0,35.0,35.0,,,0.0887,9.7e-09,TMB+H2O2,0.0,0.32,80.0,0.1,4.0,25.0,,,10241
Fe2O3,peroxidase,35.0,35.0,35.0,,,157.19,1.284e-08,H2O2+TMB,0.0,80.0,0.08,0.1,4.0,25.0,,,10242
Fe3O4,peroxidase,100.0,100.0,100.0,,,,,TMB+H2O2,0.1,1.0,10.0,0.025,4,25.0,,,10243
Fe3O4,peroxidase,100.0,100.0,100.0,,,,,H2O2+TMB,1.0,10.0,1.0,0.025,4,25.0,,,10244
Pd,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,0.1098,5.820000000000001e-08,TMB+H2O2,0.004,2.0,10.0,,4.5,25.0,,,10245
Pd,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,4.398,6.51e-08,H2O2+TMB,0.004,2.0,0.5,,4.5,25.0,,,10246
Pd@Pt,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,0.0865,6.228e-08,TMB+H2O2,0.004,2.0,10.0,,4.5,25.0,,,10247
Pd@Pt,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,2.231,5e-08,H2O2+TMB,0.004,2.0,0.5,,4.5,25.0,,,10248
MoS2@Au,peroxidase,100.0,100.0,100.0,,,,,TMB+H2O2,0.001,0.1,,0.5,5,37.0,,,10249
MoS2@Au,peroxidase,100.0,100.0,100.0,,,,,H2O2+TMB,0.001,0.1,,0.5,5,37.0,,,10250
CeO2,catalase,12.0,12.0,12.0,,,,,H2O2,,,,,,,-22.8,,10251
C7H9NO3Se,peroxidase,,,,,,0.2,1.7581666666666669,GSH+H2O2,0.125,3.0,0.8,,7.5,,,,10252
C7H9NO3Se,peroxidase,,,,,,9.25,17.829666666666665,H2O2+GSH,0.2,1.2,1.0,,7.5,,,,10253
Se,peroxidase,,,,,,,,H2O2+TMB,,,0.0005,,,36.5,,,10254
Se,peroxidase,,,,,,,,TMB+H2O2,,,3.1e-05,,,36.5,,,10255
Fe3O4,peroxidase,,,,,,0.811,5.139,TMB+H2O2,0.01,0.1,250.0,0.3,4,25.0,,,10256
Fe3O4,peroxidase,,,,,,0.025,9.409,H2O2+TMB,1.0,10.0,1.0,0.3,4,25.0,,,10257
Eu2O2S,peroxidase,10.0,10.0,0.3,,oleic acid,0.034,0.000522,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,121.99,10258
Eu2O2S,peroxidase,10.0,10.0,0.3,,oleic acid,30.11,0.001809,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,121.99,10259
Eu2O2S,peroxidase,13.0,13.0,13.0,,trioctylphosphine,0.14,0.000683,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,68.69,10260
Eu2O2S,peroxidase,13.0,13.0,13.0,,trioctylphosphine,142.34,0.004488,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,68.69,10261
Eu2O2S,peroxidase,3.0,7.0,,,,0.182,0.000679,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,60.91,10262
Eu2O2S,peroxidase,3.0,7.0,,,,195.48,0.00382,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,60.91,10263
Eu2O3,peroxidase,,,,,,0.27,0.000787,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,170.0,10264
Eu2O3,peroxidase,,,,,,211.59,0.004366,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,170.0,10265
Pt,peroxidase,40.0,40.0,40.0,poly(N-Vinylpyrrolidone),Sodium citrate,0.174,0.00101,TMB+H2O2,0.02,0.5,100.0,0.019,4,25.0,,,10266
Pt,peroxidase,40.0,40.0,40.0,poly(N-Vinylpyrrolidone),Sodium citrate,82.7,0.00177,H2O2+TMB,10.0,100.0,0.5,0.019,4,25.0,,,10267
AuPd/C,peroxidase,15.7,15.7,15.7,,,,,H2O2+TMB,0.005,4.0,10.0,,4.0,37.0,,,10268
AuPd/C,peroxidase,15.7,15.7,15.7,,,0.0016,,TMB+H2O2,0.005,4.0,10.0,,4.0,37.0,,,10269
NaF,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,10270
NH4F,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,10271
CaF2,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,10272
SnF2,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,10273
TiF4,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,10274
Fe,peroxidase,5500.0,35.0,,poly(N-Vinylpyrrolidone),,0.095,,TMB+H2O2,0.09,,10.0,,3,40.0,,,10275
Fe,peroxidase,5500.0,35.0,,poly(N-Vinylpyrrolidone),,0.47,,H2O2+TMB,0.09,,0.09,,3,40.0,,,10276
Na2SeO3,peroxidase,,,,,,1.4,0.01,H2O2+TMB,0.01,1.0,28.3,,7,27.0,,,10277
Na2SeO3,peroxidase,,,,,,1.4,0.01,TMB+H2O2,0.01,1.0,28.3,,7,27.0,,,10278
CeVO4,superoxide dismutase,50.0,,,EDTA,,0.001,0.001,TMB+H2O2,0.001,0.01,0.1,,7.4,25.0,19.7,110.1,10279
CeVO4,superoxide dismutase,100.0,,,EDTA,,0.001,0.001,TMB+H2O2,0.001,0.01,0.1,,7.4,25.0,33.3,157.5,10280
CeVO4,superoxide dismutase,150.0,,,EDTA,,0.001,0.001,TMB+H2O2,0.001,0.01,0.1,,7.4,25.0,27.6,149.8,10281
Cu2O/Au,peroxidase,800.0,800.0,800.0,,,,,TMB+H2O2,0.25,1.5,50.0,,4,25.0,,,10282
Cu2O/Au,peroxidase,800.0,800.0,800.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,40.0,120.0,0.5,,4,25.0,,,10283
Ni-CuAu,peroxidase,800.0,800.0,800.0,poly(N-Vinylpyrrolidone),,0.02,0.001,TMB+H2O2,0.25,1.5,50.0,,4,25.0,,,10284
Ni-CuAu,peroxidase,800.0,800.0,800.0,poly(N-Vinylpyrrolidone),,0.04,0.001,H2O2+TMB,40.0,120.0,0.5,,4,25.0,,,10285
CoFe2O4,peroxidase,15.0,15.0,15.0,chitosan,,,,luminol + H2O2,1.0000000000000002e-06,0.004,0.01,0.00642,10.41,25.0,45.8,,10286
MoS2,peroxidase,,,,,,,,H2O2+TMB,0.2,1.0,450.0,,7.0,25.0,,,10287
MoS2,peroxidase,,,,,,,,TMB+H2O2,0.2,1.0,500.0,,7.0,25.0,,,10288
Au@TiO2,peroxidase,5.5,5.5,5.5,,,0.14,0.000167,H2O2+TMB,0.1,10.0,2.0,0.005,3.5,60.0,,,10289
Au@TiO2,peroxidase,5.5,5.5,5.5,,,0.22,0.000167,TMB+H2O2,0.1,0.8,4.0,0.005,3.5,60.0,,,10290
Au,peroxidase,30.2,11.0,,,CTAB,0.25641,0.0005208333333333,TMB+H2O2,0.1,1.0,6000.0,,6-10,25.0,,,10291
Au,peroxidase,30.2,11.0,,,CTAB,0.25641,0.0005208333333333,H2O2+TMB,0.1,1.0,0.75,,6-10,25.0,,,10292
Au,peroxidase,1.9,1.9,1.9,,CTAB,0.0407,0.0002589999999999,TMB+H2O2,0.001,0.1,50.0,0.01,4,35.0,,539.0,10293
Au,peroxidase,1.9,1.9,1.9,,CTAB,0.0407,0.0002589999999999,H2O2+TMB,0.001,0.1,50.0,0.01,4,35.0,,539.0,10294
ZrO2,peroxidase,,,,,,62.2,,OPD+H2O2,0.0,1.2,300.0,1.3,4,,,,10295
ZrO2,catalase,,,,,,,,H2O2,0.0,60.0,,,5.3,,,,10296
Fe3O4,peroxidase,100.0,100.0,100.0,,,1.39,11.6,TMB+H2O2,0.005,1.0,5.0,0.01,4.0,50.0,,92.0,10297
Fe3O4,peroxidase,100.0,100.0,100.0,,,0.103,10.1,H2O2+TMB,0.005,1.0,0.5,0.01,4.0,50.0,,92.0,10298
CoNi2S4,peroxidase,30.0,30.0,30.0,,Ethylene glycol,1.247,6.92e-05,TMB+H2O2,0.1,0.9,10.0,0.3,4,35.0,,,10299
CoNi2S4,peroxidase,30.0,30.0,30.0,,Ethylene glycol,0.821,0.0006831,H2O2+TMB,1.0,9.0,1.0,0.3,4,35.0,,,10300
Na2SeO3,,,,,,,,,,,,,,,37.0,,,10301
MoS2-Au,peroxidase,6.0,6.0,6.0,,,0.05,0.0001,TMB+H2O2,0.02,0.2,50.0,0.02,4.0,25.0,,,10302
MoS2-Au,peroxidase,6.0,6.0,6.0,,,0.03,0.0001,H2O2+TMB,50.0,50.0,0.15,0.02,4.0,25.0,,,10303
Pt,peroxidase,4.4,4.4,4.4,,,1.14,3.1e-05,TMB+H2O2,0.0625,0.5,1.0,,4,35.0,-12.7,,10304
Pt,peroxidase,4.4,4.4,4.4,,,0.1274,2e-05,H2O2+TMB,0.25,10.0,0.25,,4,35.0,-12.7,,10305
V2O5,peroxidase,,,,,,,,,,,,,,,,,10306
Au,peroxidase,17.0,17.0,17.0,,,0.69,0.000454,H2O2+TMB,0.0,10.0,300.0,,4.5,30.0,-3.78,,10307
Au,peroxidase,17.0,17.0,17.0,,,0.00015966,0.0005966,TMB+H2O2,0.0,300.0,10.0,,4.5,30.0,-3.78,,10308
Au,peroxidase,17.0,17.0,17.0,,,8.601999999999999e-05,0.0002603,H2O2+TMB,0.0,10.0,300.0,,4.5,30.0,-3.78,,10309
Au,peroxidase,17.0,17.0,17.0,,,0.57,0.0002246,TMB+H2O2,0.0,300.0,10.0,,4.5,30.0,-3.78,,10310
Na2SeO3,peroxidase,,,,,,,,H2O2+TMB,,,,,,,,,10311
Na2SeO3,peroxidase,,,,,,,,TMB+H2O2,,,,,,,,,10312
Au,oxidase,1.0,1.0,1.0,,,,,CO,,,,,,,,,10313
Au,oxidase,2.0,2.0,2.0,,,,,CO,,,,,,,,,10314
Au,oxidase,3.0,3.0,3.0,,,,,CO,,,,,,,,,10315
Au,oxidase,1.0,1.0,1.0,,,,,CO,,,,,,,,,10316
Au,oxidase,2.0,2.0,2.0,,,,,CO,,,,,,,,,10317
Au,oxidase,3.0,3.0,3.0,,,,,CO,,,,,,,,,10318
Au,oxidase,1.0,1.0,1.0,,,,,CO,,,,,,,,,10319
Au,oxidase,2.0,2.0,2.0,,,,,CO,,,,,,,,,10320
Au,oxidase,3.0,3.0,3.0,,,,,CO,,,,,,,,,10321
Fe3O4,peroxidase,80.0,80.0,80.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,37.0,,,10322
Fe3O4,peroxidase,80.0,80.0,80.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,50.0,,,10323
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,37.0,-17.0,,10324
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,50.0,-17.0,,10325
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,H2O2+TMB,0.0,50.0,20.0,,5.5,37.0,-17.0,,10326
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,H2O2+TMB,0.0,50.0,20.0,,5.5,50.0,-17.0,,10327
Se,peroxidase,,,,,,,,,,,,,,,,,10328
Se,peroxidase,,,,,,,,,,,,,,,,,10329
CuO-Au,peroxidase,3.1,3.1,3.1,,Sodium citrate,4.08,,TMB+H2O2,0.0,8.0,10.0,,4,25.0,-41.0,,10330
CuO-Au,peroxidase,3.1,3.1,3.1,,Sodium citrate,3.54,,H2O2+TMB,0.0,12.0,1.0,,4,25.0,-41.0,,10331
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,0.33,0.0003599999999999,TMB+H2O2,0.001,1.0,1000.0,,4.0,25.0,,,10332
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,180.00000000000003,0.0002299999999999,H2O2+TMB,100.0,1000.0,1.0,,4.0,25.0,,,10333
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,0.15,0.00014,TMB+H2O2,0.001,1.0,1000.0,,4.0,25.0,,,10334
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,77.0,0.0002399999999999,H2O2+TMB,100.0,1000.0,1.0,,4.0,25.0,,,10335
Au,peroxidase,16.7,16.7,16.7,,,,,TMB+H2O2,,,100.0,0.01,3.54 - 6.4,32.0,,,10336
Au,peroxidase,30.0,,,,,,,TMB+H2O2,,,100.0,0.01,,32.0,,,10337
Fe3O4,peroxidase,10.0,10.0,10.0,,,1.13,1.8e-07,TMB+H2O2,0.14,0.68,0.098,,4,25.0,,,10338
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.12,1.7e-07,H2O2+TMB,0.005,0.5,0.55,,4,25.0,,,10339
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.52,9.300000000000001e-08,TMB+H2O2,0.14,0.68,0.098,,4,25.0,,,10340
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.21,1.9e-07,H2O2+TMB,0.005,0.5,0.55,,4,25.0,,,10341
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.97,1.3999999999999998e-07,TMB+H2O2,0.14,0.68,0.098,,4,25.0,,,10342
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.084,1.2e-07,H2O2+TMB,0.005,0.5,0.55,,4,25.0,,,10343
C,peroxidase,32.0,37.5,32.0,,,3.52,3.09e-05,H2O2+TMB,0.5,500.0,2.5,0.1,4,40.0,,410.0,10344
C,peroxidase,32.0,37.5,32.0,,,0.42,1.58e-05,TMB+H2O2,0.05,2.0,50.0,0.1,4,40.0,,410.0,10345
CeO2,catalase,9.0,9.0,9.0,,,,,H2O2,0.0,30.0,,0.02,7.4,45.0,,,10346
CeO2,catalase,9.0,9.0,9.0,,,,,H2O2,0.0,30.0,,0.02,4-12,45.0,,,10347
Co3O4,peroxidase,4.3,4.3,4.3,,,0.015,2.6200000000000003e-05,TMB+H2O2,0.0,0.8,5.0,,4.4,30.0,,27.31,10348
Co3O4,peroxidase,4.3,4.3,4.3,,,3.06,6.71e-05,H2O2+TMB,0.0,8.0,0.5,,4.4,30.0,,27.31,10349
Co3O4,peroxidase,4.3,4.3,4.3,,,0.08,2.16e-05,TMB+H2O2,0.0,0.8,5.0,,4.4,30.0,,25.05,10350
Co3O4,peroxidase,4.3,4.3,4.3,,,4.66,4.87e-05,H2O2+TMB,0.0,8.0,0.5,,4.4,30.0,,25.05,10351
Co3O4,peroxidase,4.3,4.3,4.3,,,0.104,9.9e-06,TMB+H2O2,0.0,0.8,5.0,,4.4,30.0,,17.74,10352
Co3O4,peroxidase,4.3,4.3,4.3,,,5.93,1.73e-05,H2O2+TMB,0.0,8.0,0.5,,4.4,30.0,,17.74,10353
Au,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,10354
Au,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,10355
Pt,peroxidase,6.0,6.0,6.0,,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,10356
Pt,peroxidase,6.0,6.0,6.0,,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,10357
Au,peroxidase,,,,BSA,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,10358
Au,peroxidase,,,,BSA,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,10359
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,10360
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,10361
MoO2,peroxidase,30.0,30.0,30.0,,,0.014,4.1e-06,H2O2+TMB,0.02,0.08,0.8,0.026,4.0,25.0,,,10362
MoO2,peroxidase,30.0,30.0,30.0,,,8.85,5.2e-05,TMB+H2O2,0.8,1.6,0.02,0.026,4.0,25.0,,,10363
Fe4[Fe(CN)6]3,catalase,10.0,10.0,10.0,,,0.1,0.01,H2O2,0.01,1.0,,,7,37.0,,,10364
Fe4[Fe(CN)6]3,catalase,10.0,10.0,10.0,,,0.1,0.01,glucose+H2O2,,,,,7,37.0,,,10365
NiCo2S4,peroxidase,570.0,570.0,570.0,,,0.3,34.86,TMB+H2O2,0.01,0.1,25.0,,4,25.0,,18.3031,10366
NiCo2S4,peroxidase,570.0,570.0,570.0,,,4.5,4.32,H2O2+TMB,1.0,10.0,0.1,,4,25.0,,18.3031,10367
K4[Fe(CN)6],oxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,AA+H2O2,,,5.0,,7.4,25.0,,,10368
K4[Fe(CN)6],oxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,H2O2+AA,,,5.0,,7.4,25.0,,,10369
K4[Fe(CN)6],peroxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,AA+H2O2,,,5.0,,7.4,25.0,,,10370
K4[Fe(CN)6],peroxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,H2O2+AA,,,5.0,,7.4,25.0,,,10371
Pt,peroxidase,220.0,15.0,,,CTAB,0.0186,0.0001178999999999,TMB+H2O2,,,150.0,0.001,4.0,20.0,,,10372
Pt,peroxidase,220.0,15.0,,,CTAB,155.0,0.0002466,H2O2+TMB,,,0.13,0.001,4.0,20.0,,,10373
Co3O4,peroxidase,50.0,50.0,50.0,,,,,H2O2,,,,,8.2,60.0,,,10374
NaC7H6NO4,peroxidase,,,,,,,,H2O2+TMB,0.01,1.0,1.0,,7.6,25.0,,,10375
NaC6H4NO3,peroxidase,,,,,,,,H2O2+TMB,0.01,1.0,1.0,,7.6,25.0,,,10376
NaC6H4NO3,peroxidase,,,,,,,,H2O2+TMB,0.01,1.0,1.0,,7.6,25.0,,,10377
Pt,peroxidase,4.0,4.0,4.0,Poly(vinyl alcohol),,,,TMB + H2O2,0.0,1.0,10.0,3e-06,,25.0,,,10378
Pt,peroxidase,4.0,4.0,4.0,Poly(vinyl alcohol),,0.001,0.0001,H2O2 + TMB,0.0,10.0,1.0,3e-06,,25.0,,,10379
MnP,peroxidase,,,,,,0.1,0.001,Mn2+ + H2O2,,,0.1,,4.5,25.0,,,10380
MnP,peroxidase,,,,,,0.1,0.001,H2O2 + Mn2+,,,1.0,,4.5,25.0,,,10381
Au,peroxidase,10.0,10.0,10.0,,,0.1,0.01,H2O2+TMB,0.01,1.5,1.5,,7.0,22.0,,,10382
Au,peroxidase,10.0,10.0,10.0,,,0.1,0.01,TMB+H2O2,0.01,1.5,1.5,,7.0,22.0,,,10383
NiCo2O4,peroxidase,100.0,100.0,100.0,,,0.0127,9.99e-06,H2O2+TMB,0.01,0.1,10.0,0.02,4,37.0,,115.0,10384
NiCo2O4,peroxidase,100.0,100.0,100.0,,,0.0127,9.99e-06,TMB+H2O2,0.01,0.1,10.0,0.02,4,37.0,,115.0,10385
NiCo2O4,oxidase,100.0,100.0,100.0,,,0.127,9.99e-06,TMB,0.01,0.1,,0.02,4,37.0,,115.0,10386
C,peroxidase,5.0,5.0,5.0,,,,,TMB+H2O2,,,1.0,0.08,3.5,30.0,,,10387
CeVO4,oxidase,15.0,15.0,15.0,,,21.25,,Cyt c + O2,,,0.01,,7.0,25.0,,,10388
CeVO4,oxidase,35.0,35.0,35.0,,,11.19,,Cyt c + O2,,,0.01,,7.0,25.0,,,10389
CeVO4,oxidase,10.0,10.0,10.0,,,5.99,,Cyt c + O2,,,0.01,,7.0,25.0,,,10390
CeVO4,superoxide dismutase,15.0,15.0,15.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,10391
CeVO4,superoxide dismutase,35.0,35.0,35.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,10392
CeVO4,superoxide dismutase,10.0,10.0,10.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,10393
CeO2,multi-activity,3.0,3.0,3.0,,Oleylamine,,,H2O2,,,,,,25.0,,,10394
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,,,H2O2,,,,,,25.0,,,10395
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,10396
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,10397
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,10398
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,10399
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000194,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10400
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000424,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10401
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000431,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10402
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000195,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10403
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000168,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10404
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000545,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10405
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000467,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10406
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000532,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10407
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.0004779999999999,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,10408
SiW12@Co3O4,peroxidase,,,,,,167.8,0.000251,H2O2+TMB,0.005,0.4,0.02,0.02,5.0,37.0,,,10409
SiW12@Co3O4,peroxidase,,,,,,0.023,5.3e-05,TMB+H2O2,0.2,1.0,0.02,0.02,5.0,37.0,,,10410
Ce2(WO4)3,peroxidase,500.0,500.0,50.0,,,0.015,0.0012,TMB+H2O2,0.0005,2.5,2.5,0.07,4.0,25.0,-28.81,67.06,10411
Ce2(WO4)3,peroxidase,500.0,500.0,50.0,,,0.035,0.0015,H2O2+TMB,0.0005,2.5,0.8,0.07,4.0,25.0,-28.81,67.06,10412
