formula,activity,shape,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
Au,peroxidase,ellipsoidal,14.0,14.0,14.0,,,92.3,3.11e-08,ABTS+H2O2,,,,0.0477999999999999,3.6,25.0,,,10253
Au,peroxidase,ellipsoidal,14.0,14.0,14.0,,,546.0,5.04e-08,H2O2+ABTS,,,,0.0477999999999999,3.6,25.0,,,10254
PRT-AuNCs,peroxidase,spherical,2.0,2.0,2.0,Protamine,,0.169,1.84e-06,TMB+H2O2,0.0,0.4,1.2,,5.5,25.0,,,10255
PRT-AuNCs,peroxidase,spherical,2.0,2.0,2.0,Protamine,,1.49,2.8e-06,H2O2+TMB,0.0,1.2,0.4,,5.5,25.0,,,10256
,,,,,,,,,,,,,,,,,,,10257
3(cid:11)-H9,peroxidase,,,,,,,4.6,,H2O2+o-MP,0.0,5.4,10.0,,7.4,25.0,,,10258
3(cid:11)-H12,peroxidase,,,,,,,2.7,,H2O2+o-MP,0.0,5.4,10.0,,7.4,25.0,,,10259
FeMP,peroxidase,,,,,,,3.5,,H2O2+o-MP,0.0,5.4,10.0,,7.4,25.0,,,10260
,peroxidase,,,,,,,,,TMB+H2O2,,,,,,,,,10261
,peroxidase,,,,,,,,,H2O2+TMB,,,,,,,,,10262
Ag-Fe3O4,peroxidase,spherical,16.4,16.4,16.4,Chitin,Span 85,1.2,0.001,H2O2+TMB,0.01,10.0,1.0,0.05,6.0,37.0,-8.95,152.6,10263
Ag-Fe3O4,peroxidase,spherical,16.4,16.4,16.4,Chitin,Span 85,1.2,0.001,TMB+H2O2,0.01,10.0,1.0,0.05,6.0,37.0,-8.95,152.6,10264
Dex-IONP-GOx,peroxidase,spherical,7.3,7.3,7.3,dextran,,1.68,,TMB+H2O2,,,,2.0,4.5,37.0,-19.8,,10265
Dex-IONP-GOx,peroxidase,spherical,7.3,7.3,7.3,dextran,,0.0414,,H2O2+TMB,2.5,100.0,,2.0,4.5,37.0,-19.8,,10266
,,,,,,,,,,,,,,,,,,,10267
C-dot/NiAl-LDH,peroxidase,spherical,,,,,,0.34,5.52e-05,TMB+H2O2,0.2,20.0,20.0,,3.0,30.0,,,10268
C-dot/NiAl-LDH,peroxidase,spherical,,,,,,4.72,7.89e-05,H2O2+TMB,0.1,300.0,0.8,,3.0,30.0,,,10269
,peroxidase,,,,,,,,,TMB+H2O2,,,,,8.0,,,,10270
,peroxidase,,,,,,,0.01,0.01,H2O2+NaI,,,0.01,1.0,5.0,37.0,,,10271
,peroxidase,,,,,,,,,H2O2+TMB,,,0.7000000000000001,,7.4,37.0,,,10272
,glutathione s-transferase,,,,,,,,,GSH + substrate,,,,,7.2,20.0,,,10273
,glutathione peroxidase,,,,,,,,,H2O2 + GSH,0.1,0.1,,,,,,,10274
,glutathione peroxidase,,,,,,,,,CHP + GSH,,,,,,,,,10275
,glutathione peroxidase,,,,,,,,,,,,,,7.6,4.0,,,10276
,peroxidase,,,,,,,,,H2O2+ABTS,,,,,4.01,37.0,,,10277
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,guaiacol + H2O2,,,,,7.1,,,,10278
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,guaiacol + H2O2,,,,,4.9,,,,10279
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,mesidine + H2O2,,,,,4.9,,,,10280
Pd,peroxidase,octahedral,19.2,19.2,19.2,Poly(N-Vinylpyrrolidone),,0.048,0.0003,TMB+H2O2,,,2000.0,,4.0,25.0,,33.33,10281
Pd,peroxidase,polyhedral,19.5,19.5,19.5,Poly(N-Vinylpyrrolidone),,0.095,0.00052,TMB+H2O2,,,2000.0,,4.0,25.0,,38.46,10282
Cu(OH)2,peroxidase,branched,200.0,150.0,150.0,Poly(N-Vinylpyrrolidone),,1.335,0.000421,TMB+H2O2,1e-07,0.0001,0.53,0.03,4.5,25.0,,136.0,10283
Cu(OH)2,peroxidase,branched,200.0,150.0,150.0,Poly(N-Vinylpyrrolidone),,0.379,0.000391,H2O2+TMB,1e-07,0.0001,0.8,0.03,4.5,25.0,,136.0,10284
,glutathione peroxidase,,,,,,,,,H2O2+GSH,,,,,,37.0,,,10285
,glutathione peroxidase,,,,,,,,,TBH+GSH,,,,,,25.0,,,10286
,,,,,,,,,,,,,,,,,,,10287
Au-Ag,peroxidase,plates,60.0,60.0,60.0,Poly(N-Vinylpyrrolidone),,0.1,0.001,TMB+H2O2,0.0,0.5,50.0,0.1,4.5,25.0,2.3,,10288
Au-Ag,peroxidase,plates,60.0,60.0,60.0,Poly(N-Vinylpyrrolidone),,0.1,0.001,H2O2+TMB,0.0,0.5,5.0,0.1,4.5,25.0,2.3,,10289
,peroxidase,,,,,gelatin,,0.2,0.0001,H2O2+ABTS,0.2,0.2,0.2,,5.0,25.0,,,10290
,peroxidase,,,,,Nylon,,0.2,0.0001,H2O2+ABTS,0.2,0.2,0.2,,5.0,25.0,,,10291
,peroxidase,,,,,gelatin,,0.2,0.0001,H2O2+ABTS,0.2,0.2,0.2,,5.0,25.0,,,10292
C10H9NOSe,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10293
C11H13NOSe,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10294
C14H19NOSe,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10295
C15H21NOSe,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10296
C16H21NOSe,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10297
C24H32N2O2Se2,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10298
C24H32N2O2Se2,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10299
C24H32N2O2Se2,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10300
C20H20N2O2Se2,glutathione peroxidase,,,,,,,,,H2O2+DTTred,,,0.15,,,25.0,,,10301
MnO2,oxidase,spherical,158.0,158.0,158.0,Poly(dimethyl diallyl ammonium chloride),,0.0579,,TMB,0.0,0.025,,,4.5,25.0,,,10302
Mn2+,peroxidase,spherical,,,,,,41.34,,OPD+H2O2,5.0,40.0,40.0,,7.1,25.0,,,10303
Mn2+,peroxidase,spherical,,,,,,49.42,,OPD+H2O2,5.0,40.0,120.0,,7.1,25.0,,,10304
Mn2+,peroxidase,spherical,,,,,,53.63,,OPD+H2O2,5.0,40.0,280.0,,7.1,25.0,,,10305
Mn2+,peroxidase,spherical,,,,,,7.13,,H2O2+OPD,40.0,40.0,5.0,,7.1,25.0,,,10306
Mn2+,peroxidase,spherical,,,,,,8.23,,H2O2+OPD,40.0,40.0,7.5,,7.1,25.0,,,10307
Mn2+,peroxidase,spherical,,,,,,8.45,,H2O2+OPD,40.0,40.0,10.0,,7.1,25.0,,,10308
,peroxidase,,,,,,,,,Tryptophan+H2O2,,,,,7.0,37.0,,,10309
,peroxidase,,,,,,,,,H2O2+Tryptophan,,,,,7.0,37.0,,,10310
K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,4.95,0.0484,H2O2+TMB,,,0.4,,4.0,,,,10311
K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,4.4,0.0259,H2O2+TMB,,,0.4,,4.0,,,,10312
K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,4.02,0.044,H2O2+TMB,,,0.4,,7.4,,,,10313
K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,4.04,0.039,H2O2+TMB,,,0.4,,7.4,,,,10314
,glutathione peroxidase,,,,,,,,,H2O2 + t-butyl hydroperoxide,,,2.0,,7.0,4.0,,,10315
,glutathione s-transferase,,,,,,,,,1-chloro-2.4-dinitro-benzene + GSH,,,1.0,,7.0,4.0,,,10316
,peroxidase,,,,,,,,,H2O2+O-methoxyphenol,,,2.5,,6.0,4.0,,,10317
Fe3O4,peroxidase,spherical,20.0,20.0,20.0,,,,,TMB+H2O2,,,,,7.4,25.0,,,10318
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,guajacol + H2O2,,,30.0,,5.5,20.0,,,10319
,peroxidase,,,,,,,,,H2O2+TMB,,,,,5.5,25.0,,,10320
,peroxidase,,,,,,,,,TMB+H2O2,,,,,5.5,25.0,,,10321
Fe3O4/Au,peroxidase,spherical,10.33,10.33,10.33,,Cetyltrimethylammonium bromide,0.8502,4.847e-05,TMB+H2O2,0.0,42.0,9800.0,0.15,4,37.0,21.67,,10322
Fe3O4/Au,peroxidase,spherical,10.33,10.33,10.33,,Cetyltrimethylammonium bromide,1.0097,4.203e-05,TMB+H2O2,0.0,42.0,9800.0,0.15,4,37.0,18.26,,10323
Fe3O4/Au,peroxidase,spherical,10.33,10.33,10.33,,Cetyltrimethylammonium bromide,147.2629,,H2O2+TMB,0.0,9800.0,42.0,0.15,4,37.0,3.48,,10324
Fe3O4/Au,peroxidase,spherical,10.33,10.33,10.33,,Cetyltrimethylammonium bromide,158.7519,,H2O2+TMB,0.0,9800.0,42.0,0.15,4,37.0,3.48,,10325
Cu 1.8S,peroxidase,spherical,14000.0,14000.0,14000.0,,,0.33,5.59e-05,H2O2+TMB,0.25,6.25,5.0,30.0,5.0,40.0,-7.8,,10326
Cu 1.8S,peroxidase,spherical,14000.0,14000.0,14000.0,,,2.14,3.91e-05,TMB+H2O2,0.05,1.0,50.0,30.0,5.0,40.0,-7.8,,10327
Cu 1.8S–cgmc,peroxidase,flower,14000.0,14000.0,14000.0,,,0.16,7.53e-05,H2O2+TMB,0.25,6.25,5.0,30.0,5.0,40.0,-19.5,,10328
Cu 1.8S–cgmc,peroxidase,flower,14000.0,14000.0,14000.0,,,0.99,6.24e-05,TMB+H2O2,0.05,1.0,50.0,30.0,5.0,40.0,-19.5,,10329
ZIF-8@BHb,peroxidase,prism,100.0,100.0,100.0,,,0.28,,TMB+H2O2,0.2,1.0,3.0,,4.0,37.0,,811.7,10330
ZIF-8@BHb,peroxidase,prism,100.0,100.0,100.0,,,0.28,,H2O2+TMB,0.0,0.8,1.0,,7.4,25.0,,811.7,10331
ZIF-8@BHb,peroxidase,prism,100.0,100.0,100.0,,,0.28,,H2O2+phenol,0.0,0.2,1.0,,7.4,25.0,,811.7,10332
PTEBS,peroxidase,,3000.0,3000.0,3000.0,Poly(thienylethyloxy butylsulfonate),,0.02,0.0001,H2O2+TMB,0.001,0.01,0.5,,4.0,45.0,,,10333
PTEBS,peroxidase,,3000.0,3000.0,3000.0,Poly(thienylethyloxy butylsulfonate),,0.02,0.0001,TMB+H2O2,0.01,0.5,,,4.0,45.0,,,10334
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,H2O2+guaiacol,,,3.4,,6.0,20.0,,,10335
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,0.25,,7.0,25.0,,,10336
,,,,,,,,,,,,,,,,,,,10337
G3.0-He,peroxidase,spherical,45.8,45.8,45.8,Poly(amidoamine),,,,H2O2+TMB,0.286,1.714,15.0,,7.4,20.0,,,10338
G3.0-He,peroxidase,spherical,45.8,45.8,45.8,Poly(amidoamine),,,,TMB+H2O2,0.0,100.0,6e-05,,7.4,20.0,,,10339
HRP^SP,peroxidase,,,,,,,,,ABTS + H2O2,,,100.0,0.01,6.4,,,,10340
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.2,25.0,,,10341
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.2,25.0,,,10342
,peroxidase,,,,,,,,,TMB+H2O2,,,,,9.7,25.0,,,10343
,peroxidase,,,,,,,,,IAA+H2O2,0.01,1.0,1.0,,7.2,21.0,,,10344
,peroxidase,,,,,,,,,H2O2+IAA,0.01,1.0,1.0,,7.2,21.0,,,10345
,peroxidase,,,,,,,,,,,,,,,,,,10346
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10347
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10348
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10349
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10350
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10351
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10352
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10353
,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,,,,23.0,,,10354
,,,,,,,,,,,,,,,,,,,10355
,peroxidase,,,,,,,,,H2O2+pyrogallol,,,13.0,,7.0,25.0,,,10356
Co9S8,peroxidase,branched,15000.0,15000.0,15000.0,,,0.04,1.02,H2O2+TMB,0.005,0.2,100.0,0.02,3,35.0,,,10357
Co9S8,peroxidase,branched,15000.0,15000.0,15000.0,,,0.04,1.02,TMB+H2O2,0.005,0.2,100.0,0.02,3,35.0,,,10358
,glutathione peroxidase,,,,,,,,,H2O2 + GSH,,,0.1,,7.0,25.0,,,10359
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,,,,,,5.8,3.0,,,10360
Mn3O4,superoxide dismutase,spherical,8.9,8.9,8.9,,,,,TMB+H2O2,,,,0.02,4.7,37.0,-7.7,,10361
Mn3O4,catalase,spherical,8.9,8.9,8.9,,,,,H2O2,,,,0.02,,37.0,-7.7,,10362
Mn3O4,antioxidant,spherical,8.9,8.9,8.9,,,,,H2O2,,,,0.02,4.7,37.0,-7.7,,10363
Ag3PO4,peroxidase,spherical,10.0,10.0,10.0,,Oleylamine,0.327,2.016e-25,TMB+H2O2,0.0,0.45,3.6,2.0,4,25.0,,,10364
Ag3PO4,peroxidase,spherical,10.0,10.0,10.0,,Oleylamine,0.216,1.276e-25,H2O2+TMB,0.36,7.0,0.3,2.0,4,25.0,,,10365
,peroxidase,,,,,,,,,TMB+H2O2,,,,,6,4.0,,,10366
,peroxidase,,,,,,,,,H2O2+TMB,,,,,6,4.0,,,10367
3 MgCO3·9 Mg(OH)2·3 H2O,peroxidase,,,,,,,,,H2O2+mesidine,,,80.8,,7.6,37.0,,,10368
CH3Se-,glutathione peroxidase,,,,,,,,,H2O2 + CH3SH,,,,,7,,,,10369
,,,,,,,,,,,,,,,,,,,10370
C,peroxidase,spherical,2.8,2.8,2.8,,,0.057,,TMB+H2O2,,,75.0,,4.0,35.0,,964.0,10371
C,peroxidase,spherical,2.8,2.8,2.8,,,0.037,,TMB+H2O2,,,75.0,,4.0,35.0,,964.0,10372
C,peroxidase,spherical,2.8,2.8,2.8,,,13.8,,H2O2+TMB,,,,,4.0,35.0,,964.0,10373
C,peroxidase,spherical,2.8,2.8,2.8,,,7.32,,H2O2+TMB,,,,,4.0,35.0,,964.0,10374
,glutathione peroxidase,,,,,,,,,GSH + H2O2,,,0.3,,,,,,10375
C22H24N2O2Se2,peroxidase,,,,,,,1.81,1.9538333333333333,H2O2+PhSH,,,3.75,,,25.0,,,10376
C22H24N2O2Se2,peroxidase,,,,,,,1.93,2.830833333333333,H2O2+PhSH,,,3.75,,,25.0,,,10377
C22H24N2O2Se2,peroxidase,,,,,,,1.81,1.9538333333333333,PhSH+H2O2,,,3.75,,,25.0,,,10378
C22H24N2O2Se2,peroxidase,,,,,,,1.93,2.830833333333333,PhSH+H2O2,,,3.75,,,25.0,,,10379
,glutathione peroxidase,,,,,,,,,GSH + H2O2,,,0.25,,8.0,4.0,,,10380
,glutathione peroxidase,,,,,,,,,H2O2 + GSH,,,2.0,,7.5,4.0,,,10381
MoS2,peroxidase,flakes,1.1,1.1,1.1,,,,,OPD + H2O2,0.01,0.8,0.1,1.0,4.5,25.0,,,10382
MoS2,peroxidase,flakes,1.1,1.1,1.1,,,,,H2O2 + OPD,0.1,1.4,0.5,1.0,4.5,25.0,,,10383
Mb,peroxidase,,,,,,,1.8,270000.0,H2O2,0.001,5.0,5.0,,7.0,25.0,,,10384
[Gly64]Mb,peroxidase,,,,,,,2061.8,,H2O2,0.001,5.0,5.0,,7.0,25.0,,,10385
[Gly64]Mb,peroxidase,,,,,,,0.00266,1380000.0,H2O2,0.001,5.0,5.0,,7.0,25.0,,,10386
Au,peroxidase,spherical,20.0,20.0,20.0,,,,,OPD+H2O2,,,,,,25.0,,,10387
,peroxidase,,,,,,,,,H2O2+TMB,,,0.1074,,6.9,20.0,,,10388
,peroxidase,,,,,,,,,TMB+H2O2,,,0.1074,,6.9,20.0,,,10389
Fe3O4,peroxidase,cubic,10.0,10.0,10.0,,,0.01,0.01,H2O2+TMB,0.01,1.0,1.0,0.1,7,25.0,,,10390
Fe3O4,peroxidase,cubic,10.0,10.0,10.0,,,0.01,0.01,TMB+H2O2,0.01,1.0,1.0,0.1,7,25.0,,,10391
c-cyts,peroxidase,rods,,,,,,,,TMB+H2O2,0.32,0.32,0.5,,7.4,25.0,,,10392
,glutathione peroxidase,,,,,,,,,H2O2+TMB,,,,,,,,,10393
,glutathione peroxidase,,,,,,,,,H2O2+TMB,,,,,,,,,10394
,glutathione peroxidase,,,,,,,,,H2O2+TMB,,,,,,,,,10395
,glutathione peroxidase,,,,,,,,,H2O2+TMB,,,,,,,,,10396
,,,,,,,,,,,,,,,,,,,10397
HRP,peroxidase,,,,,Poly(styrene-co-acrolein),,,,H2O2+TMB,,,0.00147,3.1,7.4,30.0,,,10398
HRP-OX,peroxidase,,,,,Poly(styrene-co-acrolein),,,,H2O2+TMB,,,0.00147,3.1,7.4,30.0,,,10399
YcYfetus,glutathione peroxidase,,,,,,,0.1,,H2O2+TMB,,,,,~8.65,25.0,,,10400
,glutathione peroxidase,,,,,,,1.55,4.36e-05,H2O2,,,,,7.0,37.0,,,10401
HCNTs,peroxidase,chain,,175.0,,poly(allylamine hydrochloride),,0.02,,TMB+H2O2,0.0,800.0,500.0,40.0,4.0,40.0,-16.5,,10402
HCNTs,peroxidase,chain,,175.0,,poly(allylamine hydrochloride),,41.42,,H2O2+TMB,0.0,500.0,800.0,40.0,4.0,40.0,48.5,,10403
Fe3+,peroxidase,,,,,,,0.062,3.55e-05,TMB+H2O2,0.05,0.8,4.0,,4.2,30.0,,,10404
Fe3+,peroxidase,,,,,,,4.8,0.000403,H2O2+TMB,0.0003999999999999,400.0,0.5,,4.2,30.0,,,10405
4c15,peroxidase,,,,,Polyadenine,,0.019,,H2O2,0.01,0.07,,,6.5,25.0,,,10406
4c15A4,peroxidase,,,,,Polyadenine,,0.023,,H2O2,0.01,0.07,,,6.5,25.0,,,10407
4c15A12,peroxidase,,,,,Polyadenine,,0.022,,H2O2,0.01,0.07,,,6.5,25.0,,,10408
4c15A20,peroxidase,,,,,Polyadenine,,0.025,,H2O2,0.01,0.07,,,6.5,25.0,,,10409
PS2.MA4,peroxidase,,,,,Polyadenine,,0.0234,,H2O2,0.01,0.07,,,6.5,25.0,,,10410
PS2.MA20,peroxidase,,,,,Polyadenine,,0.04,,H2O2,0.01,0.07,,,6.5,25.0,,,10411
Cu2+,superoxide dismutase,,,,,,,1.4,2500000000.0,O2^- + O2^- + 2H+ -> H2O2 + O2,,,,,7.4,,,,10412
Cu2+,superoxide dismutase,,,,,,,0.8,4100000000.0,O2^- + O2^- + 2H+ -> H2O2 + O2,,,,,7.4,,,,10413
Cu2+,superoxide dismutase,,,,,,,0.37,9300000000.0,O2^- + O2^- + 2H+ -> H2O2 + O2,,,,,7.4,,,,10414
Cu2+,superoxide dismutase,,,,,,,0.1,33700000000.0,O2^- + O2^- + 2H+ -> H2O2 + O2,,,,,7.4,,,,10415
Cu2+,superoxide dismutase,,,,,,,0.12,28700000000.0,O2^- + O2^- + 2H+ -> H2O2 + O2,,,,,7.4,,,,10416
Cu2+,superoxide dismutase,,,,,,,3.5,1000000000.0,O2^- + O2^- + 2H+ -> H2O2 + O2,,,,,7.4,,,,10417
Cu2+,superoxide dismutase,,,,,,,0.45,8199999999.999999,O2^- + O2^- + 2H+ -> H2O2 + O2,,,,,7.4,,,,10418
,peroxidase,,,,,,,,,H2O2 + sodium ascorbate,,,0.65,,6.1,20.0,,,10419
Pt-WO3-r-GO,peroxidase,irregular,,,,,,,,ABTS + H2O2,,,,2.0,,25.0,,,10420
Fe-N-C,peroxidase,dodecahedral,,,,,,0.04,0.002,TMB+H2O2,0.01,2.0,100.0,0.1,4.0,25.0,,1200.0,10421
Fe-N-C,peroxidase,dodecahedral,,,,,,0.03,0.001,H2O2+TMB,0.2,15.0,1.0,0.1,4.0,25.0,,1200.0,10422
,,,,,,,,,,,,,,,,,,,10423
,peroxidase,,,,,,,,,DAB+H2O2,,,,,7.6,37.0,,,10424
,peroxidase,,,,,,,,,DAB+H2O2,,,,,7.6,37.0,,,10425
,peroxidase,,,,,,,,,MBTH/o-phenylenediamine+H2O2,,,,,7.6,25.0,,,10426
ZnFe2O4,peroxidase,spherical,15.0,15.0,15.0,poly(vinyl alcohol),,,,TMB+H2O2,,,,,,25.0,,,10427
ZnFe2O4,peroxidase,spherical,30.0,30.0,30.0,poly(vinyl alcohol),,,,TMB+H2O2,,,,,,25.0,,,10428
ZnFe2O4,peroxidase,spherical,55.0,55.0,55.0,poly(vinyl alcohol),,,,TMB+H2O2,,,,,,25.0,,,10429
ZnFe2O4,peroxidase,spherical,15.0,15.0,15.0,poly(vinyl alcohol),,1.5,0.001,H2O2+TMB,1e-07,2.3e-05,4e-09,,,25.0,,,10430
ZnFe2O4,peroxidase,spherical,30.0,30.0,30.0,poly(vinyl alcohol),,1.5,0.001,H2O2+TMB,1e-07,2.3e-05,4e-09,,,25.0,,,10431
ZnFe2O4,peroxidase,spherical,55.0,55.0,55.0,poly(vinyl alcohol),,1.5,0.001,H2O2+TMB,1e-07,2.3e-05,4e-09,,,25.0,,,10432
,glutathione peroxidase,,,,,,,,,H2O2+GSH,,,0.25,,,,,,10433
,glutathione peroxidase,,,,,,,,,H2O2+GSH,,,1.5,,,,,,10434
,glutathione peroxidase,,,,,,,,,,,,,,,28.5,,,10435
,,,,,,,,,,,,,,,,,,,10436
,peroxidase,,,,,,,,,H2O2 + pyrogallol,,,5.0,,7.0,25.0,,,10437
,peroxidase,,,,,,,,,H2O2+TMB,,,,,5.0,25.0,,,10438
,peroxidase,,,,,,,,,TMB+H2O2,,,,,5.0,25.0,,,10439
,glutathione peroxidase,,,,,,,,,,,,,,,,,,10440
,glutathione peroxidase,,,,,,,,,GSH + H2O2,,,,,,,,,10441
HRP,peroxidase,,,,,,,,,H2O2,,,420.0,,,,,,10442
cyt c,peroxidase,,,,,,,0.001,0.001,TMB+H2O2,0.0001,0.001,0.001,,7.4,30.0,,,10443
cyt c,peroxidase,,,,,,,0.001,0.001,H2O2+TMB,0.0001,0.001,0.001,,7.4,30.0,,,10444
Sm-CeO2,hydrolase,cubic,10.0,10.0,10.0,,,,,MP,0.002,0.05,,,8,25.0,,,10445
,glutathione peroxidase,,,,,,,,,H2O2 + GSH,,,,,,37.0,,,10446
,glutathione peroxidase,,,,,,,,,COP + GSH,,,,,,37.0,,,10447
,peroxidase,,,,,,,,,TMB+H2O2,0.1,15.0,1.0,,6.0,20.0,,,10448
,catalase,,,,,,,,,H2O2,0.01,10.0,,,,37.0,,,10449
,glutathione peroxidase,,,,,,,,,tertiary butylhydroperoxide,,,,,7.4,37.0,,,10450
,,,,,,,,,,,,,,,,,,,10451
,peroxidase,,,,,,,,,TMB+H2O2,,,,,5.4,,,,10452
,peroxidase,,,,,,,,,H2O2+TMB,,,,,5.4,,,,10453
,glutathione peroxidase,,,,,,,,,,,,,,,,,,10454
C,peroxidase,spherical,3.87,3.87,3.87,,,,,TMB+H2O2,0.01,0.1,50.0,0.1,3.0,60.0,,,10455
C,peroxidase,spherical,3.87,3.87,3.87,,,,,TMB+H2O2,0.01,0.4,50.0,0.1,3.0,60.0,,,10456
C,peroxidase,spherical,3.87,3.87,3.87,,,,,TMB+H2O2,,,50.0,0.1,3.0,60.0,,,10457
GO-CTAB-AuNP-hemin,peroxidase,irregular,47.0,47.0,47.0,,Cetyltrimethylammonium bromide,0.52,0.022,TMB+H2O2,0.25,3.0,1200.0,,2.2,25.0,,,10458
GO-CTAB-AuNP-hemin,peroxidase,irregular,47.0,47.0,47.0,,Cetyltrimethylammonium bromide,1100.0,0.031,H2O2+TMB,200.0,1200.0,3.0,,2.2,25.0,,,10459
GO-CTAB-AuNP-hemin,peroxidase,irregular,47.0,47.0,47.0,,Cetyltrimethylammonium bromide,0.24,0.0068,TMB+H2O2,0.25,3.0,1200.0,,2.2,25.0,,,10460
GO-CTAB-AuNP-hemin,peroxidase,irregular,47.0,47.0,47.0,,Cetyltrimethylammonium bromide,396.0,0.0085,H2O2+TMB,200.0,1200.0,3.0,,2.2,25.0,,,10461
HRP,peroxidase,,,,,,,,,H2O2 + Guaiacol,,,2.0,,6.0,25.0,,,10462
,peroxidase,,,,,,,,,H2O2+guaiacol,,,2.0,,6.1,20.0,,,10463
,peroxidase,,,,,,,,,O-dianisidine + H2O2,,,200.0,,6.5,25.0,,,10464
Fe3O4,peroxidase,spherical,590.0,590.0,590.0,,,3.75,8.33e-08,H2O2+TMB,0.5,4.0,40.0,,3.5,40.0,,10.6,10465
Fe3O4,peroxidase,spherical,590.0,590.0,590.0,,,3.33,2.6e-09,TMB+H2O2,0.05,1.0,40.0,,3.5,40.0,,10.6,10466
CeO2,peroxidase,spherical,54.0,54.0,54.0,Poly(N-Vinylpyrrolidone),,2.5,1.6670000000000006e-07,H2O2+TMB,0.5,4.0,40.0,,3.5,40.0,,14.5,10467
CeO2,peroxidase,spherical,54.0,54.0,54.0,Poly(N-Vinylpyrrolidone),,0.67,3.8e-09,TMB+H2O2,0.05,1.0,40.0,,3.5,40.0,,14.5,10468
Fe3O4@CeO2,peroxidase,spherical,630.0,630.0,630.0,,,1.13,1.25e-07,H2O2+TMB,0.5,4.0,40.0,,3.5,40.0,,38.4,10469
Fe3O4@CeO2,peroxidase,spherical,630.0,630.0,630.0,,,0.15,6.4e-09,TMB+H2O2,0.05,1.0,40.0,,3.5,40.0,,38.4,10470
,peroxidase,,,,,,,,,TMB+H2O2,,,,,,25.0,,,10471
,peroxidase,,,,,,,,,H2O2+TMB,,,,,,25.0,,,10472
AuPd,peroxidase,spherical,10.0,10.0,10.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,,,H2O2+TMB,,,,,7.4,25.0,,,10473
AuPd,peroxidase,spherical,10.0,10.0,10.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,,,TMB+H2O2,,,,,7.4,25.0,,,10474
AuPd-NH2-fMnO2,peroxidase,spherical,10.0,10.0,10.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,,,H2O2+TMB,,,,,7.4,25.0,,,10475
AuPd-NH2-fMnO2,peroxidase,spherical,10.0,10.0,10.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,,,TMB+H2O2,,,,,7.4,25.0,,,10476
TfuCat,catalase,,,,,,,49.0,,H2O2,10.0,1000.0,,,9.0,25.0,,,10477
TfuCat,peroxidase,,,,,,,,,H2O2 + Catechol,,,50.0,,9.0,25.0,,,10478
,,,,,,,,,,,,,,,,,,,10479
,peroxidase,,,,,,,,,H2O2 + ferulic acid,,,1.0,,6.0,30.0,,,10480
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,guaiacol + H2O2,,,100.0,,7.0,25.0,,,10481
,superoxide dismutase,,,,,,,,,,,,,,7.8,,,,10482
,glutathione peroxidase,,,,,,,,,,,,,,7.0,37.0,,,10483
,peroxidase,vesicle,91.1,91.1,91.1,,,0.0025,,TMB+H2O2,,,,,7.4,25.0,,,10484
