doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,surface_chemistry,polymer_used_in_synthesis,surfactant,reaction_type
10.3233.jad-200754,mistral,mistral-large-latest,./prompts/prompt5.txt,22021,62847,631,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 nmol/min/ml,,,,"[""vitamins"", ""selenium"", ""zinc"", ""cysteine"", ""methionine"", ""amino acids"", ""omega-3 fatty acids""]",,,,H2O2
10.3233.jad-200754,mistral,mistral-large-latest,./prompts/prompt5.txt,22021,62847,631,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61 nmol/min/ml,,,,"[""vitamins"", ""selenium"", ""zinc"", ""cysteine"", ""methionine"", ""amino acids"", ""omega-3 fatty acids""]",,,,H2O2+TMB
10.1530.acta.0.1140208,mistral,mistral-large-latest,./prompts/prompt5.txt,7765,24636,404,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1039.d1tb90062e,mistral,mistral-large-latest,./prompts/prompt5.txt,2224,7565,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1039.c8dt01146j,mistral,mistral-large-latest,./prompts/prompt5.txt,20217,54245,756,1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.colsurfb.2021.111953,mistral,mistral-large-latest,./prompts/prompt5.txt,10020,32253,632,1634,MoS2,peroxidase,,,,,,,,,,,,,,,10 nm,10.0,,,0.40 mM,0.4,1.67×10−7 M s−1,,,,,,,,0 mM,0.0,10 mM,10.0,,,0.1 mM,0.1,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,TMB+H2O2
10.1016.j.colsurfb.2021.111953,mistral,mistral-large-latest,./prompts/prompt5.txt,10020,32253,632,1634,MoS2,peroxidase,,,,,,,,,,,,,,,10 nm,10.0,,,7.54 mM,7.54,3.55×10−7 M s−1,,,,,,,,0 mM,0.0,10 mM,10.0,,,0.1 mM,0.1,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,H2O2+TMB
10.2135.cropsci1971.0011183x001100060014x,mistral,mistral-large-latest,./prompts/prompt5.txt,5369,17359,381,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1134.s1021443714050045,mistral,mistral-large-latest,./prompts/prompt5.txt,14501,40753,884,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1093.clinchem.28.2.311,mistral,mistral-large-latest,./prompts/prompt5.txt,11825,34204,294,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.S0891-5849(02)01297-2,mistral,mistral-large-latest,./prompts/prompt5.txt,14096,41494,385,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.bf03543396,mistral,mistral-large-latest,./prompts/prompt5.txt,7066,17960,261,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.3168.jds.S0022-0302(24)94003-3,mistral,mistral-large-latest,./prompts/prompt5.txt,4219,14713,800,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.transproceed.2012.07.071,mistral,mistral-large-latest,./prompts/prompt5.txt,4655,15075,257,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.17221.361-CJAS,mistral,mistral-large-latest,./prompts/prompt5.txt,8581,24516,549,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.talanta.2015.05.025,mistral,mistral-large-latest,./prompts/prompt5.txt,15813,45144,656,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.nantod.2020.100935,mistral,mistral-large-latest,./prompts/prompt5.txt,13597,43761,636,1414,PNCNzyme,peroxidase,,spherical,,,,,,,,,,,,,100 ± 10 nm,100.0,90.0,110.0,0.169 mM,0.169,2.05 µM/s,0.0020499999999999997,,,,,,,,,,,10 µg/mL,0.01,,,4.5,37 °C,"[""dopamine"", ""ATP""]",,,,H2O2+TMB
10.1016.j.nantod.2020.100935,mistral,mistral-large-latest,./prompts/prompt5.txt,13597,43761,636,1414,PNCNzyme,peroxidase,,spherical,,,,,,,,,,,,,100 ± 10 nm,100.0,90.0,110.0,0.172 mM,0.172,2.12 µM/s,0.0021200000000000004,,,,,,,,,,,10 µg/mL,0.01,,,4.5,37 °C,"[""dopamine"", ""ATP""]",,,,TMB+H2O2
10.1039.c8cc09799b,mistral,mistral-large-latest,./prompts/prompt5.txt,13585,38541,1928,5022,MoS2,peroxidase,hexagonal,quantum dots,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,~29.79 mM,29.79,~4.10×10^-9 M s^-1,4.1e-06,,,,,,,,,,,,,0.1 mM,0.1,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,H2O2+TMB
10.1039.c8cc09799b,mistral,mistral-large-latest,./prompts/prompt5.txt,13585,38541,1928,5022,MoS2,peroxidase,hexagonal,quantum dots,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,~3.0 mM,3.0,~1.17×10^-8 M s^-1,1.1699999999999998e-05,,,,,,,,,,,,,10 mM,10.0,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,TMB+H2O2
10.1039.c8cc09799b,mistral,mistral-large-latest,./prompts/prompt5.txt,13585,38541,1928,5022,MoS2,peroxidase,hexagonal,quantum dots,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,~6.64 mM,6.64,~1.07×10^-7 M s^-1,0.000107,,,,,,,,,,,,,0.1 mM,0.1,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,H2O2+TMB
10.1039.c8cc09799b,mistral,mistral-large-latest,./prompts/prompt5.txt,13585,38541,1928,5022,MoS2,peroxidase,hexagonal,quantum dots,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,~0.52 mM,0.52,~2.34×10^-7 M s^-1,0.00023399999999999997,,,,,,,,,,,,,10 mM,10.0,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,TMB+H2O2
10.1039.c8cc09799b,mistral,mistral-large-latest,./prompts/prompt5.txt,13585,38541,1928,5022,MoS2,peroxidase,hexagonal,quantum dots,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,~15.85 mM,15.85,~1.65×10^-8 M s^-1,1.6499999999999998e-05,,,,,,,,,,,,,0.1 mM,0.1,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,H2O2+TMB
10.1039.c8cc09799b,mistral,mistral-large-latest,./prompts/prompt5.txt,13585,38541,1928,5022,MoS2,peroxidase,hexagonal,quantum dots,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,~1.71 mM,1.71,~1.75×10^-7 M s^-1,0.000175,,,,,,,,,,,,,10 mM,10.0,4.0,,"[""(NH4)2MoS4"", ""glucose""]",,,,TMB+H2O2
10.1007.bf00237770,mistral,mistral-large-latest,./prompts/prompt5.txt,3616,12436,360,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5 pH,,"[""Horseradish peroxidase (HRP) Sigma II"", ""Horseradish peroxidase (HRP) Sigma VI"", ""KCl"", ""Tris-HCl buffer"", ""Paraformaldehyde"", ""Glutaraldehyde"", ""Phosphate buffer"", ""OsO4"", ""Ethanol"", ""Araldite""]",,,,
10.1039.c6ay01097k,mistral,mistral-large-latest,./prompts/prompt5.txt,10097,26879,1320,3127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1093.jxb.erf012,mistral,mistral-large-latest,./prompts/prompt5.txt,11653,36974,710,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1515.znc-1995-3-409,mistral,mistral-large-latest,./prompts/prompt5.txt,18735,50594,1250,3213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1111.j.1939-165x.1988.tb00499.x,mistral,mistral-large-latest,./prompts/prompt5.txt,4175,13619,765,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1002.chem.200305692,mistral,mistral-large-latest,./prompts/prompt5.txt,16476,43713,332,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.17221.7843-VETMED,mistral,mistral-large-latest,./prompts/prompt5.txt,85210,141645,1472,3424,FeSO4,peroxidase,monoclinic,spherical,,,,,,,,,,,,,,,,,0.09 mM,0.09,152.4 μM/s,0.1524,,,,,,,,,,,,,0.75 M,750.0,,,"[""FeSO4""]",,,,H2O2+TMB
10.17221.7843-VETMED,mistral,mistral-large-latest,./prompts/prompt5.txt,85210,141645,1472,3424,FeSO4,peroxidase,monoclinic,spherical,,,,,,,,,,,,,,,,,0.1 mM,0.1,164.8 μM/s,0.1648,,,,,,,,,,,,,,,,,"[""FeSO4""]",,,,TMB+H2O2
10.17221.7843-VETMED,mistral,mistral-large-latest,./prompts/prompt5.txt,85210,141645,1472,3424,FeSO4,peroxidase,monoclinic,spherical,,,,,,,,,,,,,,,,,0.15 mM,0.15,189.2 μM/s,0.18919999999999998,,,,,,,,,,,,,,,,,"[""FeSO4""]",,,,H2O2+TMB
10.17221.7843-VETMED,mistral,mistral-large-latest,./prompts/prompt5.txt,85210,141645,1472,3424,FeSO4,peroxidase,monoclinic,spherical,,,,,,,,,,,,,,,,,0.18 mM,0.18,201.4 μM/s,0.20140000000000002,,,,,,,,,,,,,,,,,"[""FeSO4""]",,,,TMB+H2O2
10.17221.7843-VETMED,mistral,mistral-large-latest,./prompts/prompt5.txt,85210,141645,1472,3424,FeSO4,peroxidase,monoclinic,spherical,,,,,,,,,,,,,,,,,0.2 mM,0.2,224.7 μM/s,0.22469999999999998,,,,,,,,,,,,,,,,,"[""FeSO4""]",,,,H2O2+TMB
10.1042.bst028a401b,mistral,mistral-large-latest,./prompts/prompt5.txt,3435,11841,261,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.s00203-006-0169-6,mistral,mistral-large-latest,./prompts/prompt5.txt,22504,63487,1994,6045,,peroxidase,,,,,,,,,,,,,,,,,,,0.26 mM,0.26,0.3 U mg-1,,,,,,,,,,,,,,0.5 mM,0.5,7.5 Tris/HCl,20–22°C,"[""dithiothreitol"", ""bovine serum albumin"", ""potassium thiocyanate"", ""glutamine synthetase"", ""EZ-Link\u2122 iodoacetyl-LC biotin"", ""peroxynitrite"", ""Streptactin"", ""HRP conjugate materials"", ""GST-Western Blotting Kit"", ""molecular mass marker for SDS/PAGE"", ""Chromatography media"", ""Protein A-Sepharose"", ""Amersham"", ""Sigma"", ""Gerbu"", ""Gaiberg"", ""Germany"", ""New England Biolabs"", ""Frankfurt"", ""Germany"", ""Peqlab"", ""Erlangen"", ""Germany"", ""MBI-Fermentas"", ""St. Leon-Roth"", ""Germany"", ""Invitrogen"", ""Karlsruhe"", ""Germany"", ""Qbiogene-Alexis"", ""Gr\u00fcnberg"", ""Germany"", ""Perbio Science"", ""Bonn"", ""Germany"", ""Roche Diagnostics"", ""Mannheim"", ""Germany"", ""Davids Biotechnologie"", ""Regensburg"", ""Germany"", ""Stratagene"", ""Heidelberg"", ""Germany""]",,,,H2O2+TMB
10.1007.s00203-006-0169-6,mistral,mistral-large-latest,./prompts/prompt5.txt,22504,63487,1994,6045,,peroxidase,,,,,,,,,,,,,,,,,,,0.6 mM,0.6,2.5 U mg-1,,,,,,,,,,,,,,0.5 mM,0.5,7.5 Tris/HCl,20–22°C,"[""dithiothreitol"", ""bovine serum albumin"", ""potassium thiocyanate"", ""glutamine synthetase"", ""EZ-Link\u2122 iodoacetyl-LC biotin"", ""peroxynitrite"", ""Streptactin"", ""HRP conjugate materials"", ""GST-Western Blotting Kit"", ""molecular mass marker for SDS/PAGE"", ""Chromatography media"", ""Protein A-Sepharose"", ""Amersham"", ""Sigma"", ""Gerbu"", ""Gaiberg"", ""Germany"", ""New England Biolabs"", ""Frankfurt"", ""Germany"", ""Peqlab"", ""Erlangen"", ""Germany"", ""MBI-Fermentas"", ""St. Leon-Roth"", ""Germany"", ""Invitrogen"", ""Karlsruhe"", ""Germany"", ""Qbiogene-Alexis"", ""Gr\u00fcnberg"", ""Germany"", ""Perbio Science"", ""Bonn"", ""Germany"", ""Roche Diagnostics"", ""Mannheim"", ""Germany"", ""Davids Biotechnologie"", ""Regensburg"", ""Germany"", ""Stratagene"", ""Heidelberg"", ""Germany""]",,,,TMB+H2O2
10.1007.s00203-006-0169-6,mistral,mistral-large-latest,./prompts/prompt5.txt,22504,63487,1994,6045,,peroxidase,,,,,,,,,,,,,,,,,,,0.9 mM,0.9,0.5 U mg-1,,,,,,,,,,,,,,0.5 mM,0.5,7.5 Tris/HCl,20–22°C,"[""dithiothreitol"", ""bovine serum albumin"", ""potassium thiocyanate"", ""glutamine synthetase"", ""EZ-Link\u2122 iodoacetyl-LC biotin"", ""peroxynitrite"", ""Streptactin"", ""HRP conjugate materials"", ""GST-Western Blotting Kit"", ""molecular mass marker for SDS/PAGE"", ""Chromatography media"", ""Protein A-Sepharose"", ""Amersham"", ""Sigma"", ""Gerbu"", ""Gaiberg"", ""Germany"", ""New England Biolabs"", ""Frankfurt"", ""Germany"", ""Peqlab"", ""Erlangen"", ""Germany"", ""MBI-Fermentas"", ""St. Leon-Roth"", ""Germany"", ""Invitrogen"", ""Karlsruhe"", ""Germany"", ""Qbiogene-Alexis"", ""Gr\u00fcnberg"", ""Germany"", ""Perbio Science"", ""Bonn"", ""Germany"", ""Roche Diagnostics"", ""Mannheim"", ""Germany"", ""Davids Biotechnologie"", ""Regensburg"", ""Germany"", ""Stratagene"", ""Heidelberg"", ""Germany""]",,,,TMB+H2O2
10.1093.oxfordjournals.aob.a084270,mistral,mistral-large-latest,./prompts/prompt5.txt,9587,28570,272,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.snb.2017.01.141,mistral,mistral-large-latest,./prompts/prompt5.txt,10717,34503,675,1807,Au,peroxidase,,quasi-spherical,,,,,,,,,,,,,3 nm,3.0,,,0.135 mM,0.135,3.23E-8 M/s,3.23e-05,,,,,,,,,,,,,1 mM,1.0,6.5,37 °C,"[""chloroauric acid (HAuCl4)"", ""sodium citrate"", ""melamine (M)"", ""cyanuric acid (CA)""]",,,,H2O2+TMB
10.1016.j.snb.2017.01.141,mistral,mistral-large-latest,./prompts/prompt5.txt,10717,34503,675,1807,Au,peroxidase,,quasi-spherical,,,,,,,,,,,,,3 nm,3.0,,,0.057 mM,0.057,3.6E-8 M/s,3.600000000000001e-05,,,,,,,,,,,,,1 mM,1.0,6.5,37 °C,"[""chloroauric acid (HAuCl4)"", ""sodium citrate"", ""melamine (M)"", ""cyanuric acid (CA)""]",,,,TMB+H2O2
10.1039.c9tb00472f,mistral,mistral-large-latest,./prompts/prompt5.txt,13937,40825,889,2493,Pd@Pt,catalase,,hemispherical,,,,,,,,,,,,,40 ± 5.0 nm,40.0,35.0,45.0,,,,,,,,,,,,,,,,,,,,35 °C,"[""Pluronic F127"", ""K_2PtCl_4"", ""Na_2PdCl_4"", ""HCl"", ""Ascorbic acid""]",,,,
10.1039.c9tb00472f,mistral,mistral-large-latest,./prompts/prompt5.txt,13937,40825,889,2493,Mn_3O_4,catalase,,nanoflowers,,,,,,,,,,,,,100 nm,100.0,,,,,,,,,,,,,,,,,,,,,,,"[""KMnO_4"", ""Oleic acid""]",,,,
10.1039.c9tb00472f,mistral,mistral-large-latest,./prompts/prompt5.txt,13937,40825,889,2493,Mn_3O_4/Pd@Pt,catalase,,nucleus-star heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""PDDA"", ""Pd@Pt"", ""Mn_3O_4""]",,,,
10.3390.nu6031251,mistral,mistral-large-latest,./prompts/prompt5.txt,8601,29902,259,688,Na2SeO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Na2SeO4""]",,,,
10.1016.j.nantod.2021.101106,mistral,mistral-large-latest,./prompts/prompt5.txt,21048,65068,2042,5384,Fe3O4@Pt,peroxidase,cubic,,,,,,,,,,,,,,8.0 ± 1.0 nm,8.0,7.0,9.0,22.17 mM,22.17,0.139 VM s-1,,,,-30 ± 2.5 mV,-30.0,,,0 mM,0.0,0.5 mM,0.5,0.5 Vg/mL,,32 VL 1%,,4.0,20-80°C,"[""Fe(acac)3"", ""oleylamine"", ""benzyl ether"", ""SH-PEG2000-COOH"", ""DCC"", ""NHS"", ""dopamine hydrochloride"", ""Na2CO3"", ""DMF"", ""CHCl3"", ""H2PtCl6"", ""NaBH4""]",COOH-PEG-SH,PEG,,H2O2 + TMB
10.1016.j.nantod.2021.101106,mistral,mistral-large-latest,./prompts/prompt5.txt,21048,65068,2042,5384,Fe3O4@Pt,catalase,cubic,,,,,,,,,,,,,,8.0 ± 1.0 nm,8.0,7.0,9.0,,,,,,,-30 ± 2.5 mV,-30.0,,,,,,,,,,,,,"[""Fe(acac)3"", ""oleylamine"", ""benzyl ether"", ""SH-PEG2000-COOH"", ""DCC"", ""NHS"", ""dopamine hydrochloride"", ""Na2CO3"", ""DMF"", ""CHCl3"", ""H2PtCl6"", ""NaBH4""]",COOH-PEG-SH,PEG,,H2O2
10.1016.j.nantod.2021.101106,mistral,mistral-large-latest,./prompts/prompt5.txt,21048,65068,2042,5384,Fe3O4@Pt,oxidase,cubic,,,,,,,,,,,,,,8.0 ± 1.0 nm,8.0,7.0,9.0,,,,,,,-30 ± 2.5 mV,-30.0,,,,,,,,,,,,,"[""Fe(acac)3"", ""oleylamine"", ""benzyl ether"", ""SH-PEG2000-COOH"", ""DCC"", ""NHS"", ""dopamine hydrochloride"", ""Na2CO3"", ""DMF"", ""CHCl3"", ""H2PtCl6"", ""NaBH4""]",COOH-PEG-SH,PEG,,O2
10.1016.j.nantod.2021.101106,mistral,mistral-large-latest,./prompts/prompt5.txt,21048,65068,2042,5384,Fe3O4@Pt,superoxide dismutase,cubic,,,,,,,,,,,,,,8.0 ± 1.0 nm,8.0,7.0,9.0,,,,,,,-30 ± 2.5 mV,-30.0,,,,,,,,,,,,,"[""Fe(acac)3"", ""oleylamine"", ""benzyl ether"", ""SH-PEG2000-COOH"", ""DCC"", ""NHS"", ""dopamine hydrochloride"", ""Na2CO3"", ""DMF"", ""CHCl3"", ""H2PtCl6"", ""NaBH4""]",COOH-PEG-SH,PEG,,O2
10.1016.j.nantod.2021.101106,mistral,mistral-large-latest,./prompts/prompt5.txt,21048,65068,2042,5384,Fe3O4@Pt,peroxidase,cubic,,,,,,,,,,,,,,8.0 ± 1.0 nm,8.0,7.0,9.0,22.17 mM,22.17,0.139 VM s-1,,,,-30 ± 2.5 mV,-30.0,,,0 mM,0.0,0.5 mM,0.5,0.5 Vg/mL,,32 VL 1%,,4.0,20-80°C,"[""Fe(acac)3"", ""oleylamine"", ""benzyl ether"", ""SH-PEG2000-COOH"", ""DCC"", ""NHS"", ""dopamine hydrochloride"", ""Na2CO3"", ""DMF"", ""CHCl3"", ""H2PtCl6"", ""NaBH4""]",COOH-PEG-SH,PEG,,TMB + H2O2
10.7150.thno.33266,mistral,mistral-large-latest,./prompts/prompt5.txt,21709,63850,1157,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1038.s41467-019-14199-7,mistral,mistral-large-latest,./prompts/prompt5.txt,21943,64145,366,810,~Mn3[Co(CN)6]2,catalase,,spherical,,,,,,,,,,,,,~80 nm,80.0,,,,,,,,,,,,,,,,,,,10 mM,10.0,,,"[""Mn(CH3COO)2\u00b74H2O"", ""RuCl3"", ""K3[Co(CN)6]"", ""Ethanol"", ""PVP"", ""NaBH4"", ""Ce6""]",,PVP (poly(N-vinylpyrrolidone),PVP,H2O2+TMB
10.1016.s0176-1617(11)81933-4,mistral,mistral-large-latest,./prompts/prompt5.txt,5660,17471,351,843,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-4 mol/L,,5.5-5.6,24 °C,"[""putrescine"", ""spermidine"", ""cyclohexylamine (CHA)"", ""aminoguanidine (AG)"", ""naphthaleneacetic acid (NAA)"", ""KOH"", ""HCl"", ""sucrose"", ""agar""]",,,,
10.1007.BF02922455,mistral,mistral-large-latest,./prompts/prompt5.txt,6816,22770,1104,3122,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1% hydrogen peroxide,,,0 °C,"[""pyrogallol"", ""hydrogen peroxide"", ""phosphate buffer""]",,,,TMB+H2O2
10.1007.BF02922455,mistral,mistral-large-latest,./prompts/prompt5.txt,6816,22770,1104,3122,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1% hydrogen peroxide,,,0 °C,"[""pyrogallol"", ""hydrogen peroxide"", ""phosphate buffer""]",,,,H2O2+TMB
10.1007.BF02922455,mistral,mistral-large-latest,./prompts/prompt5.txt,6816,22770,1104,3122,,polyphenol oxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0 °C,"[""catechol"", ""phosphate buffer""]",,,,TMB+H2O2
10.1007.BF02922455,mistral,mistral-large-latest,./prompts/prompt5.txt,6816,22770,1104,3122,,polyphenol oxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0 °C,"[""catechol"", ""phosphate buffer""]",,,,H2O2+TMB
10.1021.acs.nanolett.9b02253,mistral,mistral-large-latest,./prompts/prompt5.txt,21554,60257,647,1712,Pt,catalase,,spherical,,,,,,,,,,,,,3.5 nm,3.5,,,,,,,,,,,,,30 μM,0.03,300 μM,0.3,100 μg mL-1,,,,7,37 °C,"[""Polyvinyl pyrrolidone (PVP)"", ""H2PtCl6\u00b76H2O"", ""acetone"", ""hexane""]",PVP-coated,poly(N-Vinylpyrrolidone),,H2O2
10.1021.acs.nanolett.9b02253,mistral,mistral-large-latest,./prompts/prompt5.txt,21554,60257,647,1712,Au,glucose oxidase,,spherical,,,,,,,,,,,,,~2 nm,2.0,,,,,,,,,,,,,,,,,100 μg mL-1,,,,7,37 °C,"[""HAuCl4\u00b74H2O"", ""NaBH4""]",,,,glucose
10.1039.c6ay03034c,mistral,mistral-large-latest,./prompts/prompt5.txt,12224,32293,758,2046,Cu 1.8S,peroxidase,hexagonal,erythrocyte-like,,,,,,,,,,,,,160 nm,160.0,,,1.72 mM,1.72,,,,,,,,,0.5 mM,0.5,10 mM,10.0,30 mg/mL,30.0,100 mM,100.0,4.35,room temperature,"[""CuCl 2"", ""thioacetamide"", ""PVP"", ""EG"", ""GSH"", ""arginine"", ""cysteine"", ""serine"", ""NaCl"", ""sucrose""]",PVP,PVP,,TMB + H2O2
10.1039.c6ay03034c,mistral,mistral-large-latest,./prompts/prompt5.txt,12224,32293,758,2046,Cu 1.8S,peroxidase,hexagonal,erythrocyte-like,,,,,,,,,,,,,160 nm,160.0,,,37.1 mM,37.1,,,,,,,,,,,,,30 mg/mL,30.0,15 mM,15.0,4.35,room temperature,"[""CuCl 2"", ""thioacetamide"", ""PVP"", ""EG"", ""GSH"", ""arginine"", ""cysteine"", ""serine"", ""NaCl"", ""sucrose""]",PVP,PVP,,H2O2 + TMB
10.1093.gerona.53a.3.m169,mistral,mistral-large-latest,./prompts/prompt5.txt,13573,39056,1117,3051,Catalase (EC 1.11.1.6),catalase,,,,,,,,,,,,,,,,,,,,,907.0 IU/g protein,,,,,,,,,,,,,,,,,30°C,[],,,,
10.1093.gerona.53a.3.m169,mistral,mistral-large-latest,./prompts/prompt5.txt,13573,39056,1117,3051,Catalase (EC 1.11.1.6),catalase,,,,,,,,,,,,,,,,,,,11.31 mM,11.31,,,,,,,,,,,,,,,,,,30°C,[],,,,H2O2
10.1093.gerona.53a.3.m169,mistral,mistral-large-latest,./prompts/prompt5.txt,13573,39056,1117,3051,Glutathione Peroxidase (EC 1.11.1.9),peroxidase,,,,,,,,,,,,,,,,,,,1.79 µM,0.0017900000000000001,36.03 IU/g protein,,,,,,,,,,,,,,,,,30°C,[],,,,H2O2
10.1093.gerona.53a.3.m169,mistral,mistral-large-latest,./prompts/prompt5.txt,13573,39056,1117,3051,Glutathione Peroxidase (EC 1.11.1.9),peroxidase,,,,,,,,,,,,,,,,,,,,,16.47 IU/g protein,,,,,,,,,,,,,,,,,30°C,[],,,,TMB+H2O2
10.1201.b19568-17,mistral,mistral-large-latest,./prompts/prompt5.txt,2205,8268,257,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1002.anie.200703371,mistral,mistral-large-latest,./prompts/prompt5.txt,7960,21865,351,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.lfs.2004.03.021,mistral,mistral-large-latest,./prompts/prompt5.txt,10859,34003,704,1540,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,15 nm,15.0,,,0.063 mM,0.063,0.024 mM/s,0.024,,,,,,,0.01 mM,0.01,0.5 mM,0.5,0.5 mg/mL,0.5,1 mM,1.0,7.4,25 °C,"[""FeCl2"", ""FeCl3"", ""NaOH""]",Polyethylene glycol,Polyethylene glycol,sodium citrate,TMB+H2O2
10.1016.j.lfs.2004.03.021,mistral,mistral-large-latest,./prompts/prompt5.txt,10859,34003,704,1540,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,15 nm,15.0,,,0.063 mM,0.063,0.024 mM/s,0.024,,,,,,,0.01 mM,0.01,0.5 mM,0.5,0.5 mg/mL,0.5,1 mM,1.0,7.4,25 °C,"[""FeCl2"", ""FeCl3"", ""NaOH""]",Polyethylene glycol,Polyethylene glycol,sodium citrate,H2O2+TMB
10.1021.acsami.1c00430,mistral,mistral-large-latest,./prompts/prompt5.txt,22412,55440,559,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1002.viw.20200045,mistral,mistral-large-latest,./prompts/prompt5.txt,18465,51899,3189,7970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1080.13102818.2007.10817487,mistral,mistral-large-latest,./prompts/prompt5.txt,9586,27115,271,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.2116.analsci.19.1537,mistral,mistral-large-latest,./prompts/prompt5.txt,4592,15979,376,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.expneurol.2004.12.017,mistral,mistral-large-latest,./prompts/prompt5.txt,17196,51233,409,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
