doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129,68098,1964,6530,CaO2,peroxidase,,spherical,,,,,,,,,,,,,90 nm,90.0,,,,,,,,,,,,,,,,,,,,,,35 °C,"[""CaCl2\u00b72H2O"", ""H2O2"", ""ethanol"", ""ammonia""]",,,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129,68098,1964,6530,CaO2/DOX,peroxidase,,spherical,,,,,,,,,,,,,95 nm,95.0,,,,,,,,,,,,,,,,,,,,,,35 °C,"[""CaCl2\u00b72H2O"", ""H2O2"", ""ethanol"", ""ammonia"", ""doxorubicin hydrochloride (DOX\u00b7HCl)""]",,,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129,68098,1964,6530,CaO2/DOX@SiO2/DOX,peroxidase,,spherical,,,,,,,,,,,,,125 nm,125.0,,,,,,,,,-35 mV,-35.0,"~ 58,000",,,,,,,,,,,,"[""CaO2"", ""ethanol"", ""polyvinyl pyrrolidone (PVP)"", ""NaOH"", ""doxorubicin hydrochloride (DOX\u00b7HCl)"", ""tetraethyl orthosilicate (TEOS)""]",polyvinyl pyrrolidone (PVP),,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129,68098,1964,6530,CaO2/DOX@SiO2/DOX-MnO2,peroxidase,,spherical,,,,,,,,,,,,,125 nm,125.0,,,,,,,,,-26 mV,-26.0,"~ 15,000",,,,,,,,,,6.5,,"[""CaO2/DOX@SiO2/DOX"", ""KMnO4"", ""poly(allylamine hydrochloride) (PAH)"", ""phosphate buffer saline (PBS)""]",poly(allylamine hydrochloride) (PAH),,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129,68098,1964,6530,MnO2,peroxidase,,nanodots,,,,,,,,,,,,,1.2 nm,1.2,,,,,,,,,,,"~ 15,000",,,,,,,,,,6.5,,"[""KMnO4"", ""poly(allylamine hydrochloride) (PAH)"", ""phosphate buffer saline (PBS)""]",poly(allylamine hydrochloride) (PAH),,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129,68098,1964,6530,CaO2/DOX@SiO2/DOX-MnO2,peroxidase,,spherical,,,,,,,,,,,,,125 nm,125.0,,,~ 0.1 mM,0.1,~ 0.01 mM/s,0.01,,,-26 mV,-26.0,"~ 15,000",,0.01 mM,0.01,1 mM,1.0,1 mg/mL,1.0,1 mM,1.0,7.4,37 °C,"[""CaO2/DOX@SiO2/DOX"", ""KMnO4"", ""poly(allylamine hydrochloride) (PAH)"", ""phosphate buffer saline (PBS)""]",poly(allylamine hydrochloride) (PAH),,H2O2+TMB
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129,68098,1964,6530,CaO2/DOX@SiO2/DOX-MnO2,peroxidase,,spherical,,,,,,,,,,,,,125 nm,125.0,,,~ 0.1 mM,0.1,~ 0.01 mM/s,0.01,,,-26 mV,-26.0,"~ 15,000",,0.01 mM,0.01,1 mM,1.0,1 mg/mL,1.0,1 mM,1.0,7.4,37 °C,"[""CaO2/DOX@SiO2/DOX"", ""KMnO4"", ""poly(allylamine hydrochloride) (PAH)"", ""phosphate buffer saline (PBS)""]",poly(allylamine hydrochloride) (PAH),,TMB+H2O2
10.1039.c2ra20355c,mistral,mistral-small-latest,./prompts/prompt4.txt,4874,18590,248,823,CDs,peroxidase,,spherical,,,,,,,,,,,,,6-6.7 nm,6.35,6.0,6.7,,,,,,,,,,,,,,,10 mg/L,0.01,H2O2,,4-9,,"[""N-octylpyridinum hexafluorophosphate (OPPF6)""]",,,H2O2+MR
10.1007.s10157-005-0343-1,mistral,mistral-small-latest,./prompts/prompt4.txt,5984,21488,266,958,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 °C,"[""Glutathione"", ""Cumene hydroperoxide"", ""Glutathione reductase"", ""Nicotinamide adenine dinucleotide phosphate""]",,,GSH + H2O2
10.1002.jctb.3924,mistral,mistral-small-latest,./prompts/prompt4.txt,13459,44510,956,3552,,peroxidase,,,,,,,,,,,,,,,,,,,20 ± 3.6 µmol L^-1,,0.034 ± 0.006 µmol L^-1 s^-1,3.4e-08,,,,,,,3 µmol L^-1,0.003,30 µmol L^-1,0.03,,,30 µmol L^-1,,7,25 ± 1 °C,"[""horseradish peroxidase"", ""triclosan"", ""potassium phosphate monobasic"", ""sodium phosphate dibasic"", ""citric acid"", ""glycerol"", ""phenol"", ""4-aminoantipirine"", ""2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid) diammonium salt"", ""syringaldazine"", ""catechol"", ""syringaldehyde"", ""veratryl alcohol"", ""p-coumaric acid"", ""syringic acid"", ""phenol red"", ""Mueller\u2013Hinton Broth culture medium"", ""hydrogen peroxide"", ""barium chloride"", ""sulfuric acid"", ""agar-agar"", ""HPLC-grade acetonitrile"", ""phosphoric acid"", ""culture tubes"", ""cryogenic tubes"", ""96-well microplates"", ""disposable Petri dishes"", ""disposable microbial loops""]",,,TMB+H2O2
10.1002.jctb.3924,mistral,mistral-small-latest,./prompts/prompt4.txt,13459,44510,956,3552,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 µmol L^-1,0.001,30 µmol L^-1,0.03,,,20 µmol L^-1,,7,25 °C,"[""horseradish peroxidase"", ""triclosan"", ""potassium phosphate monobasic"", ""sodium phosphate dibasic"", ""citric acid"", ""glycerol"", ""phenol"", ""4-aminoantipirine"", ""2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid) diammonium salt"", ""syringaldazine"", ""catechol"", ""syringaldehyde"", ""veratryl alcohol"", ""p-coumaric acid"", ""syringic acid"", ""phenol red"", ""Mueller\u2013Hinton Broth culture medium"", ""hydrogen peroxide"", ""barium chloride"", ""sulfuric acid"", ""agar-agar"", ""HPLC-grade acetonitrile"", ""phosphoric acid"", ""culture tubes"", ""cryogenic tubes"", ""96-well microplates"", ""disposable Petri dishes"", ""disposable microbial loops""]",,,H2O2+TMB
10.1093.jn.115.11.1459,mistral,mistral-small-latest,./prompts/prompt4.txt,20090,52018,529,1860,,peroxidase,,,,,,,,,,,,,,,,,,,~0.25 mM,0.25,,,,,,,,,,,,,,,1.0 mM,1.0,,,"[""aurothioglucose"", ""D(-)-penicillamine hydrochloride"", ""hydrogen peroxide"", ""reduced glutathione""]",,,H2O2+TMB
10.1093.jn.115.11.1459,mistral,mistral-small-latest,./prompts/prompt4.txt,20090,52018,529,1860,,peroxidase,,,,,,,,,,,,,,,,,,,~4.0 mM,4.0,,,,,,,,,,,,,,,0.25 mM,0.25,,,"[""aurothioglucose"", ""D(-)-penicillamine hydrochloride"", ""hydrogen peroxide"", ""reduced glutathione""]",,,TMB+H2O2
10.1016.s0981-9428(02)01392-x,mistral,mistral-small-latest,./prompts/prompt4.txt,6937,23101,713,2499,,peroxidase,,,,,,,,,,,,,,,,,,,57.9 µM,0.0579,0.90 µM/s,0.0009000000000000001,,,,,,,10 µM,0.01,1 mM,1.0,,,0.05 mM,0.05,7.4,30 °C,"[""CuSO4"", ""syringaldazine"", ""H2O2"", ""phosphate buffer"", ""ammonium acetate buffer"", ""ammonium sulfate"", ""HEPES"", ""MgCl2"", ""sodium phosphate"", ""Tris-HCl"", ""NaCl"", ""sodium citrate"", ""sodium hydroxide"", ""thioglycolic acid"", ""ethanol"", ""HCl"", ""NaOH""]",,,H2O2+syringaldazine
10.1016.s0981-9428(02)01392-x,mistral,mistral-small-latest,./prompts/prompt4.txt,6937,23101,713,2499,,peroxidase,,,,,,,,,,,,,,,,,,,434.8 µM,0.4348,7.28 µM/s,0.00728,,,,,,,10 µM,0.01,1 mM,1.0,,,0.05 mM,0.05,7.4,30 °C,"[""CuSO4"", ""syringaldazine"", ""H2O2"", ""phosphate buffer"", ""ammonium acetate buffer"", ""ammonium sulfate"", ""HEPES"", ""MgCl2"", ""sodium phosphate"", ""Tris-HCl"", ""NaCl"", ""sodium citrate"", ""sodium hydroxide"", ""thioglycolic acid"", ""ethanol"", ""HCl"", ""NaOH""]",,,H2O2+syringaldazine
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261,57067,1149,3472,V2O5,Glutathione peroxidase,Orthorhombic,Nanowires,745 nm,745.0,,,60 nm,60.0,,,,,,,,,,,44.4 μM,0.0444,192.3 μM/min,0.0032050000000000004,32.9 m2/g,32.9,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""VOSO4.H2O"", ""KBrO3"", ""HNO3""]",,,H2O2+GSH
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261,57067,1149,3472,V2O5,Glutathione peroxidase,Orthorhombic,Nanosheets,620 nm,620.0,,,25 nm,25.0,,,,,,,,,,,57.3 μM,0.0573,233.1 μM/min,0.003885,6.2 m2/g,6.2,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""V2O5"", ""H2O2""]",,,H2O2+GSH
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261,57067,1149,3472,V2O5,Glutathione peroxidase,Orthorhombic,Nanoflowers,5400 nm,5400.0,,,,,,,,,,,,,,,92.5 μM,0.0925,340.1 μM/min,0.005668333333333334,21.1 m2/g,21.1,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""V2O5"", ""H2O2"", ""NH4H2PO4""]",,,H2O2+GSH
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261,57067,1149,3472,V2O5,Glutathione peroxidase,Orthorhombic,Nanospheres,,,,,,,,,,,,,335 nm,335.0,,,143.7 μM,0.1437,458.7 μM/min,0.007645,9.6 m2/g,9.6,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""NH4VO3"", ""HCl"", ""N2H4.H2O""]",,,H2O2+GSH
10.1177.19.9.571,mistral,mistral-small-latest,./prompts/prompt4.txt,6755,21997,281,982,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01% H2O2,,7.6,4 °C,"[""3,3\u2019-diaminobenzidine tetrahydrochloride"", ""H2O2"", ""glutaraldehyde"", ""cacodylate buffer"", ""Tris buffer"", ""OsO4"", ""ethanol"", ""Epon""]",,,TMB+H2O2
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328,42543,1572,5246,C10H11NO6Se,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,319.96788 g/mol,319.96788,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328,42543,1572,5246,C12H15NO6Se,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,347.99918 g/mol,347.99918,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328,42543,1572,5246,C13H19NO4Se,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,332.04065 g/mol,332.04065,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328,42543,1572,5246,C14H21NO4Se,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,346.05630 g/mol,346.0563,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328,42543,1572,5246,C13H17NO4Se,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,330.02500 g/mol,330.025,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328,42543,1572,5246,C13H11NO4Se,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,323.97805 g/mol,323.97805,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.0024-3205(84)90471-5,mistral,mistral-small-latest,./prompts/prompt4.txt,5206,19234,323,1230,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,"[""reserpine"", ""6-OH dopamine"", ""propranolol"", ""dibenamine"", ""atropine sulfate"", ""iproniazid"", ""acetic acid"", ""ascorbic acid"", ""normal saline"", ""sodium pentobarbital"", ""sulfur powder"", ""penicillin"", ""KI"", ""H2O2"", ""acetate buffer"", ""triiodide"", ""sucrose"", ""Lowry reagent""]",,,H2O2 + KI
10.1016.j.aquatox.2011.01.003,mistral,mistral-small-latest,./prompts/prompt4.txt,10397,34512,266,925,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,7.4,37 °C,"[""Glutathione"", ""Glutathione reductase"", ""NADPH"", ""tert-butylhydroperoxide""]",,,GSH + H2O2
10.1016.j.snb.2014.05.020,mistral,mistral-small-latest,./prompts/prompt4.txt,10992,35878,275,868,Fe3O4,peroxidase,cubic,spherical,,,,,,,,,,,,,5 nm,5.0,,,0.25 mM,0.25,,,,,,,,,100 nM,9.999999999999999e-05,200 µM,0.2,50 µg/mL,0.05,0.1 mM,0.1,4.0,25 °C,"[""FeCl2\u20224H2O"", ""FeCl3\u20226H2O"", ""NaAc"", ""diethylene glycol"", ""ethylene glycol"", ""GO""]",,,H2O2+TMB
10.1016.j.procbio.2019.03.005,mistral,mistral-small-latest,./prompts/prompt4.txt,7845,27293,299,897,CoO,peroxidase,cubic,nanoparticles,,,,,,,,,,,,,3-6 nm,4.5,3.0,6.0,3.29 mM,3.29,2.66×10−7 M s−1,,489 m2/g,489.0,,,,,0.2 mM,0.2,30 mM,30.0,30 µg/mL,0.03,0.7 mM,0.7,4.5,37 °C,"[""OMC"", ""HNO3"", ""Co(NO3)2\u00b76H2O"", ""alcohol""]",,,H2O2+TMB
10.3177.jnsv.22.405,mistral,mistral-small-latest,./prompts/prompt4.txt,3458,12271,254,871,GSH,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 mM,4.0,7.0,37 °C,"[""GSH"", ""H2O2"", ""DTNB"", ""NaN3"", ""Na2HPO4"", ""EDTA""]",,,GSH+H2O2
10.1134.s1021443706060124,mistral,mistral-small-latest,./prompts/prompt4.txt,10049,34026,357,1289,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,20 °C,"[""benzimidazol"", ""Sodium phosphate buffer"", ""Triton X-100"", ""NaCl"", ""cellulase"", ""pectinase"", ""xylenol orange"", ""o-phenyl-diamine"", ""H2O2"", ""3.3-diaminobenzidine chloride"", ""ammonium sulfate"", ""carbonate buffer"", ""glucose"", ""Czapek medium"", ""FeSO4"", ""NaNO3"", ""MgSO4"", ""KCl""]",,,H2O2 + o-phenyl-diamine
10.3233.jad-200754,mistral,mistral-small-latest,./prompts/prompt4.txt,18921,62812,236,859,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""EDTA-coated tubes"", ""Plasma supernatant""]",,,
10.1530.acta.0.1140208,mistral,mistral-small-latest,./prompts/prompt4.txt,6646,24601,332,1195,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 mM,1.7,5.0,28 ± 2 °C,"[""17\u03b2-oestradiol"", ""progesterone"", ""3,3'-diaminobenzidine"", ""potassium iodide"", ""hydrogen peroxide"", ""Tris-HCl"", ""calcium chloride"", ""sucrose"", ""trichloroacetic acid"", ""DL-Phenylalanine"", ""ether"", ""ethanol"", ""formic acid"", ""sesame oil""]",,,KI + H2O2
10.1039.c8dt01146j,mistral,mistral-small-latest,./prompts/prompt4.txt,17921,54210,1155,3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1530.acta.0.1190320,mistral,mistral-small-latest,./prompts/prompt4.txt,1872,7150,249,897,TPO,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mmol/l,0.1,7.4,20 °C,"[""human Graves' Tg"", ""KI"", ""glucose"", ""glucose oxidase"", ""sodium phosphate buffer""]",,,Tg + I2
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765,32218,1521,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~10 nm,10.0,,,4.82 mM,4.82,8.87e-9 M/s,8.87e-06,,,,,,,,,,,,,10 mM,10.0,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,TMB+H2O2
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765,32218,1521,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~60 nm,60.0,,,0.40 mM,0.4,1.67e-7 M/s,0.00016699999999999997,,,,,,,,,,,,,10 mM,10.0,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,TMB+H2O2
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765,32218,1521,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~20 nm,20.0,,,2.65 mM,2.65,3.32e-7 M/s,0.00033199999999999994,,,,,,,,,,,,,10 mM,10.0,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,TMB+H2O2
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765,32218,1521,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~10 nm,10.0,,,23.50 mM,23.5,9.85e-10 M/s,9.85e-07,,,,,,,,,,,,,0.1 mM,0.1,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,H2O2+TMB
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765,32218,1521,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~60 nm,60.0,,,7.54 mM,7.54,3.55e-7 M/s,0.000355,,,,,,,,,,,,,0.1 mM,0.1,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,H2O2+TMB
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765,32218,1521,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~20 nm,20.0,,,17.19 mM,17.19,4.60e-8 M/s,4.599999999999999e-05,,,,,,,,,,,,,0.1 mM,0.1,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,H2O2+TMB
10.2135.cropsci1971.0011183x001100060014x,mistral,mistral-small-latest,./prompts/prompt4.txt,4732,17324,837,2823,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18 M guaiacol,,5.6,30 C,"[""Geigy\u2019s Sequestrene 330 Fe (monosodium ferric diethylenetriaminepentaacetate or NaFeDPTA)"", ""Zn"", ""KNO3""]",,,H2O2+guaiacol
10.2135.cropsci1971.0011183x001100060014x,mistral,mistral-small-latest,./prompts/prompt4.txt,4732,17324,837,2823,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145 M hydrogen peroxide,,5.6,30 C,"[""Geigy\u2019s Sequestrene 330 Fe (monosodium ferric diethylenetriaminepentaacetate or NaFeDPTA)"", ""Zn"", ""KNO3""]",,,guaiacol+H2O2
10.2135.cropsci1971.0011183x001100060014x,mistral,mistral-small-latest,./prompts/prompt4.txt,4732,17324,837,2823,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015% hydrogen peroxide,,,,"[""Geigy\u2019s Sequestrene 330 Fe (monosodium ferric diethylenetriaminepentaacetate or NaFeDPTA)"", ""Zn"", ""KNO3""]",,,benzidine-HCl+H2O2
10.1093.clinchem.28.2.311,mistral,mistral-small-latest,./prompts/prompt4.txt,9789,34169,293,1094,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 mmol/L,8.8,7.6,37 °C,"[""glutathione reductase"", ""reduced glutathione"", ""nicotinamide adenine dinucleotide phosphate (NADPH)"", ""tris(hydroxymethyl)aminomethane (Tris)"", ""disodium ethylenediaminetetraacetate dihydrate (Na2EDTA)"", ""sodium azide"", ""hydrogen peroxide""]",,,H2O2+TMB
10.1016.S0891-5849(02)01297-2,mistral,mistral-small-latest,./prompts/prompt4.txt,12158,41459,505,1588,,peroxidase,,,,,,,,,,,,,,,,,,,~0.001 mM,0.001,~0.001 mM/s,0.001,,,,,,,0.001 mM,0.001,0.01 mM,0.01,,,0.001 mM,0.001,5.6,22 °C,"[""null""]",,,H2O2+TMB
10.1016.S0891-5849(02)01297-2,mistral,mistral-small-latest,./prompts/prompt4.txt,12158,41459,505,1588,,peroxidase,,,,,,,,,,,,,,,,,,,~0.001 mM,0.001,~0.001 mM/s,0.001,,,,,,,0.001 mM,0.001,0.01 mM,0.01,,,0.001 mM,0.001,5.6,22 °C,"[""null""]",,,TMB+H2O2
10.1007.bf03543396,mistral,mistral-small-latest,./prompts/prompt4.txt,6338,17925,220,772,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.3168.jds.S0022-0302(24)94003-3,mistral,mistral-small-latest,./prompts/prompt4.txt,3712,14678,596,2170,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 °C,[],,,
10.3168.jds.S0022-0302(24)94003-3,mistral,mistral-small-latest,./prompts/prompt4.txt,3712,14678,596,2170,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 °C,[],,,
10.3168.jds.S0022-0302(24)94003-3,mistral,mistral-small-latest,./prompts/prompt4.txt,3712,14678,596,2170,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 °C,[],,,
10.1016.j.transproceed.2012.07.071,mistral,mistral-small-latest,./prompts/prompt4.txt,3957,15040,444,1654,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Glutathione"", ""NADPH"", ""Glutathione reductase""]",,,H2O2 + GSH
10.1016.j.transproceed.2012.07.071,mistral,mistral-small-latest,./prompts/prompt4.txt,3957,15040,444,1654,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Thiobarbituric acid"", ""Trichloroacetic acid""]",,,H2O2 + GSH
10.17221.361-CJAS,mistral,mistral-small-latest,./prompts/prompt4.txt,7418,24481,442,1574,Na2SeO3,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 mg/kg,,,,"[""Na2SeO3""]",,,H2O2+TMB
10.17221.361-CJAS,mistral,mistral-small-latest,./prompts/prompt4.txt,7418,24481,442,1574,Se-Chlorella,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 mg/kg,,,,"[""Se-Chlorella""]",,,H2O2+TMB
10.1016.j.talanta.2015.05.025,mistral,mistral-small-latest,./prompts/prompt4.txt,13631,45109,623,2020,Fe3O4/Pβ-CD,peroxidase,cubic,spherical,,,,,,,,,,,,,300 nm,300.0,,,,,,,,,,,,,0.04 mM,0.04,20.0 mM,20.0,2.0 g/L,2.0,1.4 mM,1.4,3.0,25 °C,"[""\u03b2-CD"", ""epichlorohydrin"", ""NaOH"", ""sodium cyanoborohydride"", ""FeCl3\u20226H2O"", ""ethylene glycol"", ""NaAc"", ""ethanol""]",Pβ-CD,ethylene glycol,H2O2+TMB
10.1016.j.talanta.2015.05.025,mistral,mistral-small-latest,./prompts/prompt4.txt,13631,45109,623,2020,Fe3O4/Pβ-CD,peroxidase,cubic,spherical,,,,,,,,,,,,,300 nm,300.0,,,,,,,,,,,,,80.0 nM,7.999999999999999e-05,10.0 mM,10.0,2.0 g/L,2.0,1.4 mM,1.4,3.0,25 °C,"[""\u03b2-CD"", ""epichlorohydrin"", ""NaOH"", ""sodium cyanoborohydride"", ""FeCl3\u20226H2O"", ""ethylene glycol"", ""NaAc"", ""ethanol""]",Pβ-CD,ethylene glycol,TMB+H2O2
10.1016.j.nantod.2020.100935,mistral,mistral-small-latest,./prompts/prompt4.txt,11653,43726,571,1790,C,peroxidase,,spherical,,,,,,,,,,,,,100 ± 10 nm,100.0,90.0,110.0,~0.05 mM,0.05,~0.001 mM/s,0.001,,,,,,,0.001 mM,0.001,0.1 mM,0.1,10 µg/mL,0.01,0.1 mM,0.1,4.5,37 °C,"[""dopamine"", ""ATP"", ""SiO2 nanoparticles"", ""NaOH""]",dopamine,,TMB+H2O2
10.1016.j.nantod.2020.100935,mistral,mistral-small-latest,./prompts/prompt4.txt,11653,43726,571,1790,C,peroxidase,,spherical,,,,,,,,,,,,,100 ± 10 nm,100.0,90.0,110.0,~0.05 mM,0.05,~0.001 mM/s,0.001,,,,,,,0.001 mM,0.001,0.1 mM,0.1,10 µg/mL,0.01,0.1 mM,0.1,4.5,37 °C,"[""dopamine"", ""ATP"", ""SiO2 nanoparticles"", ""NaOH""]",dopamine,,H2O2+TMB
10.1039.c8cc09799b,mistral,mistral-small-latest,./prompts/prompt4.txt,12133,38506,1051,3321,MoS2,peroxidase,hexagonal,spherical,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,6.64 mM,6.64,1.07e-7 M/s,0.000107,,,,,,,,,,,,,0.1 mM,0.1,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,H2O2+TMB
10.1039.c8cc09799b,mistral,mistral-small-latest,./prompts/prompt4.txt,12133,38506,1051,3321,MoS2,peroxidase,hexagonal,spherical,,,,,,,,,,,,,2.72 - 0.54 nm,1.6300000000000001,2.72,0.54,0.52 mM,0.52,2.34e-7 M/s,0.00023399999999999997,,,,,,,,,,,,,10 mM,10.0,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,TMB+H2O2
