doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.1007.s11483-011-9218-z,mistral,mistral-small-latest,./prompts/prompt4.txt,9068.0,30970,261.0,907,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 ml of 30% hydrogen peroxide,,6.5,25 °C,"[""Potassium phosphate"", ""Glucose"", ""Horseradish peroxidase""]",,,TMB+H2O2
10.1016.j.saa.2018.11.026,mistral,mistral-small-latest,./prompts/prompt4.txt,5061.0,17886,263.0,866,Cys-AuNCs,peroxidase,,spherical,,,,,,,,,,,,,2.5 nm,2.5,,,,,,,,,,,,,0.5 μM,0.0005,1000 μM,1.0,,,10 mM,10.0,,25 °C,"[""HAuCl4"", ""Cysteine"", ""NaOH"", ""HCl""]",,,TMB+H2O2
10.1021.bi952347y,mistral,mistral-small-latest,./prompts/prompt4.txt,15313.0,47338,1138.0,3748,H10Q,peroxidase,,,,,,,,,,,,,,,,,,,0.69 mM,0.69,,,,,,,,,0.001 mM,0.001,0.01 mM,0.01,,,1.5 mM,1.5,7.0,5 °C,"[""NAD+"", ""NADP+"", ""NADH"", ""NADPH"", ""Hydrogen peroxide (30%)"", ""NADH"", ""NADPH"", ""IPTG""]",,,H2O2+TMB
10.1021.bi952347y,mistral,mistral-small-latest,./prompts/prompt4.txt,15313.0,47338,1138.0,3748,H10Q,peroxidase,,,,,,,,,,,,,,,,,,,0.69 mM,0.69,,,,,,,,,0.001 mM,0.001,0.01 mM,0.01,,,1.5 mM,1.5,7.0,5 °C,"[""NAD+"", ""NADP+"", ""NADH"", ""NADPH"", ""Hydrogen peroxide (30%)"", ""NADH"", ""NADPH"", ""IPTG""]",,,TMB+H2O2
10.1021.bi952347y,mistral,mistral-small-latest,./prompts/prompt4.txt,15313.0,47338,1138.0,3748,H10A,peroxidase,,,,,,,,,,,,,,,,,,,1 mM,1.0,,,,,,,,,0.001 mM,0.001,0.01 mM,0.01,,,1.5 mM,1.5,7.0,5 °C,"[""NAD+"", ""NADP+"", ""NADH"", ""NADPH"", ""Hydrogen peroxide (30%)"", ""NADH"", ""NADPH"", ""IPTG""]",,,H2O2+TMB
10.1021.bi952347y,mistral,mistral-small-latest,./prompts/prompt4.txt,15313.0,47338,1138.0,3748,H10A,peroxidase,,,,,,,,,,,,,,,,,,,1 mM,1.0,,,,,,,,,0.001 mM,0.001,0.01 mM,0.01,,,1.5 mM,1.5,7.0,5 °C,"[""NAD+"", ""NADP+"", ""NADH"", ""NADPH"", ""Hydrogen peroxide (30%)"", ""NADH"", ""NADPH"", ""IPTG""]",,,TMB+H2O2
10.1016.s0304-4238(00)00253-3,mistral,mistral-small-latest,./prompts/prompt4.txt,111547.0,187247,609.0,1776,Fe3O4,peroxidase,cubic,cubic,100 nm,100.0,,,100 nm,100.0,,,100 nm,100.0,,,,,,,~0.05 mM,0.05,~0.1 mM/s,0.1,100 m^2/g,100.0,-20 mV,-20.0,231.53 g/mol,231.53,0.01 mM,0.01,0.1 mM,0.1,0.01 mg/mL,0.01,1 mM,1.0,7,25 °C,"[""FeCl3"", ""FeCl2"", ""NaOH""]",,sodium citrate,H2O2+TMB
10.1016.s0304-4238(00)00253-3,mistral,mistral-small-latest,./prompts/prompt4.txt,111547.0,187247,609.0,1776,Fe3O4,peroxidase,cubic,cubic,100 nm,100.0,,,100 nm,100.0,,,100 nm,100.0,,,,,,,~0.05 mM,0.05,~0.1 mM/s,0.1,100 m^2/g,100.0,-20 mV,-20.0,231.53 g/mol,231.53,0.01 mM,0.01,0.1 mM,0.1,0.01 mg/mL,0.01,1 mM,1.0,7,25 °C,"[""FeCl3"", ""FeCl2"", ""NaOH""]",,sodium citrate,TMB+H2O2
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129.0,68098,1681.0,5617,CaO2,peroxidase,,spherical,,,,,,,,,,,,,90 nm,90.0,,,,,,,,,,,,,,,,,,,,,,35 °C,"[""CaCl2\u00b72H2O"", ""ethanol"", ""H2O2"", ""ammonia""]",,,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129.0,68098,1681.0,5617,CaO2/DOX,peroxidase,,spherical,,,,,,,,,,,,,95 nm,95.0,,,,,,,,,,,,,,,,,,,,,,35 °C,"[""CaCl2\u00b72H2O"", ""ethanol"", ""H2O2"", ""ammonia"", ""doxorubicin hydrochloride (DOX\u00b7HCl)""]",,,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129.0,68098,1681.0,5617,CaO2/DOX@SiO2/DOX,peroxidase,,spherical,,,,,,,,,,,,,120 nm,120.0,,,,,,,,,,,"~ 58,000",,,,,,,,,,,,"[""CaO2"", ""ethanol"", ""polyvinyl pyrrolidone (PVP)"", ""NaOH"", ""doxorubicin hydrochloride (DOX\u00b7HCl)"", ""tetraethyl orthosilicate (TEOS)""]",polyvinyl pyrrolidone (PVP),,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129.0,68098,1681.0,5617,CaO2/DOX@SiO2/DOX-MnO2,peroxidase,,spherical,,,,,,,,,,,,,125 nm,125.0,,,,,,,,,-26 mV,-26.0,"~ 15,000",,,,,,,,,,6.5,,"[""CaO2/DOX@SiO2/DOX"", ""KMnO4"", ""poly(allylamine hydrochloride) (PAH)"", ""phosphate buffer saline (PBS)""]",poly(allylamine hydrochloride) (PAH),,
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129.0,68098,1681.0,5617,CaO2/DOX@SiO2/DOX-MnO2,peroxidase,,spherical,,,,,,,,,,,,,125 nm,125.0,,,,,,,,,-26 mV,-26.0,"~ 15,000",,0.05 mM,0.05,1 mM,1.0,2 mg/mL,2.0,40 µM,0.04,5.5,,"[""CaO2/DOX@SiO2/DOX"", ""KMnO4"", ""poly(allylamine hydrochloride) (PAH)"", ""phosphate buffer saline (PBS)""]",poly(allylamine hydrochloride) (PAH),,H2O2+TMB
10.1007.s40820-019-0305-x,mistral,mistral-small-latest,./prompts/prompt4.txt,21129.0,68098,1681.0,5617,CaO2/DOX@SiO2/DOX-MnO2,peroxidase,,spherical,,,,,,,,,,,,,125 nm,125.0,,,,,,,,,-26 mV,-26.0,"~ 15,000",,0.05 mM,0.05,1 mM,1.0,2 mg/mL,2.0,40 µM,0.04,5.5,,"[""CaO2/DOX@SiO2/DOX"", ""KMnO4"", ""poly(allylamine hydrochloride) (PAH)"", ""phosphate buffer saline (PBS)""]",poly(allylamine hydrochloride) (PAH),,TMB+H2O2
10.1039.c2ra20355c,mistral,mistral-small-latest,./prompts/prompt4.txt,4874.0,18590,476.0,1622,CDs,peroxidase,,spherical,,,,,,,,,,,,,6 nm,6.0,,,,,,,,,,,,,,,,,10 mg/L,0.01,H2O2,,,,"[""N-octylpyridinum hexafluorophosphate (OPPF6)""]",,,H2O2+MR
10.1039.c2ra20355c,mistral,mistral-small-latest,./prompts/prompt4.txt,4874.0,18590,476.0,1622,CDs,peroxidase,,spherical,,,,,,,,,,,,,6 nm,6.0,,,,,,,,,,,,,,,,,10 mg/L,0.01,H2O2,,,,"[""N-octylpyridinum hexafluorophosphate (OPPF6)""]",,,H2O2+MO
10.1007.s10157-005-0343-1,mistral,mistral-small-latest,./prompts/prompt4.txt,5984.0,21488,271.0,982,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 °C,"[""Glutathione"", ""Cumene hydroperoxide"", ""Glutathione reductase"", ""Nicotinamide adenine dinucleotide phosphate (NADPH)""]",,,GSH + Cumene hydroperoxide
10.1002.jctb.3924,mistral,mistral-small-latest,./prompts/prompt4.txt,13459.0,44510,539.0,1893,,peroxidase,,,,,,,,,,,,,,,,,,,20 ± 3.6 µmol L-1,0.02,0.034 ± 0.006 µmol L-1 s-1,3.4000000000000007e-05,,,,,,,3 µmol L-1,0.003,30 µmol L-1,0.03,,,30 µmol L-1,0.03,7,25 ± 1 °C,"[""horseradish peroxidase enzyme (type I, EC 1.11.1.7, lyophilized powder, 50\u2013150 U mg-1, 28% of protein mass per solid mass)"", ""triclosan"", ""potassium phosphate monobasic"", ""sodium phosphate dibasic"", ""citric acid"", ""glycerol"", ""phenol"", ""4-aminoantipirine (AAP)"", ""2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid) diammonium salt (ABTS)"", ""syringaldazine"", ""catechol"", ""syringaldehyde"", ""veratryl alcohol"", ""p-coumaric acid"", ""syringic acid"", ""phenol red"", ""Mueller\u2013Hinton Broth culture medium"", ""hydrogen peroxide 30% v/v"", ""barium chloride"", ""sulfuric acid"", ""agar-agar"", ""HPLC-grade acetonitrile"", ""phosphoric acid"", ""culture tubes"", ""cryogenic tubes"", ""96-well microplates"", ""disposable Petri dishes"", ""disposable microbial loops""]",,,TMB+H2O2
10.1093.jn.115.11.1459,mistral,mistral-small-latest,./prompts/prompt4.txt,20090.0,52018,1079.0,3688,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,,4 °C,"[""aurothioglucose"", ""D(-)-penicillamine hydrochloride"", ""H2O2"", ""glutathione""]",,,H2O2
10.1093.jn.115.11.1459,mistral,mistral-small-latest,./prompts/prompt4.txt,20090.0,52018,1079.0,3688,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,,4 °C,"[""aurothioglucose"", ""D(-)-penicillamine hydrochloride"", ""H2O2"", ""glutathione""]",,,H2O2
10.1093.jn.115.11.1459,mistral,mistral-small-latest,./prompts/prompt4.txt,20090.0,52018,1079.0,3688,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,0.096 ± 0.004 min/nmol NADPH,,0.23 ± 0.13 mM,,,,,,,,,,,,,,1.0 mM,1.0,,,"[""aurothioglucose"", ""D(-)-penicillamine hydrochloride"", ""H2O2"", ""glutathione""]",,,H2O2
10.1093.jn.115.11.1459,mistral,mistral-small-latest,./prompts/prompt4.txt,20090.0,52018,1079.0,3688,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,0.024 ± 0.005 min/nmol NADPH,,1.82 ± 0.73 mM,,,,,,,,,,,,,,0.25 mM,0.25,,,"[""aurothioglucose"", ""D(-)-penicillamine hydrochloride"", ""H2O2"", ""glutathione""]",,,glutathione
10.1016.s0981-9428(02)01392-x,mistral,mistral-small-latest,./prompts/prompt4.txt,6937.0,23101,713.0,2443,,peroxidase,,,,,,,,,,,,,,,,,,,57.9 µM,0.0579,0.90 µM/s,0.0009000000000000001,,,,,,,10 µM,0.01,1 mM,1.0,,,0.05 mM,0.05,7.4,30 °C,"[""CuSO4"", ""syringaldazine"", ""H2O2"", ""phosphate buffer"", ""ammonium acetate buffer"", ""ammonium sulfate"", ""HEPES"", ""MgCl2"", ""sorbitol"", ""Tris-HCl buffer"", ""NaCl"", ""NaOH"", ""HCl"", ""thioglycolic acid"", ""ethanol"", ""4-chloro-1-naphthol""]",,,H2O2+syringaldazine
10.1016.s0981-9428(02)01392-x,mistral,mistral-small-latest,./prompts/prompt4.txt,6937.0,23101,713.0,2443,,peroxidase,,,,,,,,,,,,,,,,,,,434.8 µM,0.4348,7.28 µM/s,0.00728,,,,,,,10 µM,0.01,1 mM,1.0,,,0.05 mM,0.05,7.4,30 °C,"[""CuSO4"", ""syringaldazine"", ""H2O2"", ""phosphate buffer"", ""ammonium acetate buffer"", ""ammonium sulfate"", ""HEPES"", ""MgCl2"", ""sorbitol"", ""Tris-HCl buffer"", ""NaCl"", ""NaOH"", ""HCl"", ""thioglycolic acid"", ""ethanol"", ""4-chloro-1-naphthol""]",,,H2O2+syringaldazine
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanowires,745 nm,745.0,,,60 nm,60.0,,,,,,,,,,,44.4 ± 1.7 μM,0.0444,192.3 ± 6.6 μM/min,0.0032050000000000004,32.9 m2/g,32.9,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""VOSO4.H2O"", ""KBrO3"", ""HNO3""]",,,H2O2+GSH
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanosheets,620 nm,620.0,,,25 nm,25.0,,,,,,,,,,,57.3 ± 3.8 μM,0.0573,233.1 ± 16.3 μM/min,0.003885,6.2 m2/g,6.2,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""V2O5"", ""H2O2""]",,,H2O2+GSH
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanoflowers,5400 nm,5400.0,,,,,,,,,,,,,,,92.5 ± 3.4 μM,0.0925,340.1 ± 21.3 μM/min,0.005668333333333334,21.1 m2/g,21.1,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""V2O5"", ""H2O2"", ""NH4H2PO4""]",,,H2O2+GSH
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanospheres,,,,,,,,,,,,,335 nm,335.0,,,143.7 ± 2.3 μM,0.1437,458.7 ± 19.6 μM/min,0.007645,9.6 m2/g,9.6,,,,,0 μM,0.0,400 μM,0.4,20 ng/μL,0.02,2 mM,2.0,7.4,25 °C,"[""NH4VO3"", ""HCl"", ""N2H4.H2O""]",,,H2O2+GSH
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanowires,745 nm,745.0,,,60 nm,60.0,,,,,,,,,,,1280 ± 61.2 μM,1.28,279.3 ± 18.2 μM/min,0.004655,32.9 m2/g,32.9,,,,,0 mM,0.0,6 mM,6.0,20 ng/μL,0.02,200 μM,0.2,7.4,25 °C,"[""VOSO4.H2O"", ""KBrO3"", ""HNO3""]",,,GSH+H2O2
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanosheets,620 nm,620.0,,,25 nm,25.0,,,,,,,,,,,3425 ± 121.7 μM,3.4250000000000003,467.3 ± 55.8 μM/min,0.007788333333333334,6.2 m2/g,6.2,,,,,0 mM,0.0,6 mM,6.0,20 ng/μL,0.02,200 μM,0.2,7.4,25 °C,"[""V2O5"", ""H2O2""]",,,GSH+H2O2
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanoflowers,5400 nm,5400.0,,,,,,,,,,,,,,,1671 ± 41.0 μM,1.671,432.9 ± 18.1 μM/min,0.007215,21.1 m2/g,21.1,,,,,0 mM,0.0,6 mM,6.0,20 ng/μL,0.02,200 μM,0.2,7.4,25 °C,"[""V2O5"", ""H2O2"", ""NH4H2PO4""]",,,GSH+H2O2
10.1002.ange.201800681,mistral,mistral-small-latest,./prompts/prompt4.txt,19261.0,57067,2379.0,7037,V2O5,Glutathione peroxidase,Orthorhombic,Nanospheres,,,,,,,,,,,,,335 nm,335.0,,,1958 ± 63.3 μM,1.958,602.4 ± 40.3 μM/min,0.01004,9.6 m2/g,9.6,,,,,0 mM,0.0,6 mM,6.0,20 ng/μL,0.02,200 μM,0.2,7.4,25 °C,"[""NH4VO3"", ""HCl"", ""N2H4.H2O""]",,,GSH+H2O2
10.1177.19.9.571,mistral,mistral-small-latest,./prompts/prompt4.txt,6755.0,21997,277.0,967,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01% H2O2,,7.6,4 °C,"[""3,3\u2019-diaminobenzidine tetrahydrochloride"", ""H2O2"", ""glutaraldehyde"", ""cacodylate buffer"", ""Tris buffer"", ""lead citrate"", ""OsO4""]",,,TMB+H2O2
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328.0,42543,1111.0,3563,C10H11NO6Se,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,~0.5 mM,0.5,~16.4 μM/min,0.00027333333333333333,,,,,319.96788 g/mol,319.96788,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328.0,42543,1111.0,3563,C13H19NO4Se,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,~0.5 mM,0.5,~12.28 μM/min,0.00020466666666666666,,,,,332.04065 g/mol,332.04065,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328.0,42543,1111.0,3563,C14H21NO4Se,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,~0.5 mM,0.5,~6.67 μM/min,0.00011116666666666667,,,,,346.05630 g/mol,346.0563,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.j.jorganchem.2018.02.045,mistral,mistral-small-latest,./prompts/prompt4.txt,16328.0,42543,1111.0,3563,C13H17NO4Se,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,~0.5 mM,0.5,~6.14 μM/min,0.00010233333333333333,,,,,330.02500 g/mol,330.025,,,,,10 μM,,0.5 mM,0.5,7.4,37 °C,"[""SeCl4"", ""THF"", ""water"", ""hydrazine hydrate""]",,,GSH + t-BuOOH
10.1016.0024-3205(84)90471-5,mistral,mistral-small-latest,./prompts/prompt4.txt,5206.0,19234,323.0,1204,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66 mM,1.66,5.0,,"[""reserpine"", ""6-OH dopamine"", ""propranolol"", ""dibenamine"", ""atropine sulfate"", ""iproniazid"", ""sodium pentobarbital"", ""sulfur powder"", ""penicillin"", ""acetic acid"", ""ascorbic acid"", ""normal saline"", ""KI"", ""H2O2"", ""acetate buffer"", ""triiodide"", ""sucrose""]",,,H2O2+KI
10.1016.j.aquatox.2011.01.003,mistral,mistral-small-latest,./prompts/prompt4.txt,10397.0,34512,465.0,1601,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,7.4,37 °C,"[""KNO3"", ""K2HPO4"", ""KH2PO4"", ""MgSO4\u00b77H2O"", ""CaCl2\u00b72H2O"", ""Fe/NaEDTA"", ""H3BO3"", ""ZnSO4\u00b77H2O"", ""MnSO4\u00b74H2O"", ""CuSO4\u00b75H2O"", ""CoSO4\u00b77H2O"", ""(NH4)6Mo7O24\u00b74H2O"", ""sodium selenite"", ""sodium selenate"", ""glutaraldehyde"", ""NaCl"", ""potassium phosphate buffer"", ""EDTA"", ""zircon beads"", ""plant protease inhibitors"", ""glutathione"", ""glutathione reductase"", ""NADPH"", ""tert-butylhydroperoxide"", ""glutaraldehyde"", ""phosphate buffer"", ""LR White\u2019s resin"", ""HNO3"", ""H2O2""]",,,GSH + H2O2
10.1016.j.snb.2014.05.020,mistral,mistral-small-latest,./prompts/prompt4.txt,10992.0,35878,288.0,941,Fe3O4,peroxidase,cubic,spherical,,,,,,,,,,,,,5 nm,5.0,,,0.25 mM,0.25,,,,,,,,,,,,,50 µg/mL,0.05,0.1 mM,0.1,4.0,25 °C,"[""FeCl2\u20224H2O"", ""FeCl3\u20226H2O"", ""NaAc"", ""diethylene glycol (DEG)"", ""ethylene glycol (EG)"", ""GO""]",,,H2O2+TMB
10.1016.j.procbio.2019.03.005,mistral,mistral-small-latest,./prompts/prompt4.txt,7845.0,27293,299.0,897,CoO,peroxidase,cubic,nanoparticles,,,,,,,,,,,,,3-6 nm,4.5,3.0,6.0,3.29 mM,3.29,2.66×10−7 M s−1,,489 m2/g,489.0,,,,,0.2 mM,0.2,30 mM,30.0,30 µg/mL,0.03,0.7 mM,0.7,4.5,37 °C,"[""OMC"", ""HNO3"", ""Co(NO3)2\u00b76H2O"", ""alcohol""]",,,H2O2+TMB
10.3177.jnsv.22.405,mistral,mistral-small-latest,./prompts/prompt4.txt,3458.0,12271,262.0,906,GSH,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 mM,4.0,7.0,37 °C,"[""GSH"", ""H2O2"", ""DTNB"", ""NaN3"", ""EDTA"", ""Na2HPO4"", ""metaphosphoric acid""]",,,GSH+H2O2
10.1134.s1021443706060124,mistral,mistral-small-latest,./prompts/prompt4.txt,10049.0,34026,763.0,2826,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,20 °C,"[""benzimidazol"", ""Sodium phosphate buffer"", ""Triton X-100"", ""NaCl"", ""cellulase"", ""pectinase"", ""xylenol orange"", ""o-phenyl-diamine"", ""H2O2"", ""3.3-diaminobenzidine chloride"", ""ammonium sulfate"", ""carbonate buffer"", ""Czapek medium"", ""glucose"", ""FeSO4"", ""NaNO3"", ""MgSO4"", ""KCl"", ""glycerol"", ""ampholines"", ""NaOH"", ""human erythrocyte hemoglobin"", ""phosphate buffer""]",,,H2O2+TMB
10.1134.s1021443706060124,mistral,mistral-small-latest,./prompts/prompt4.txt,10049.0,34026,763.0,2826,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,20 °C,"[""benzimidazol"", ""Sodium phosphate buffer"", ""Triton X-100"", ""NaCl"", ""cellulase"", ""pectinase"", ""xylenol orange"", ""o-phenyl-diamine"", ""H2O2"", ""3.3-diaminobenzidine chloride"", ""ammonium sulfate"", ""carbonate buffer"", ""Czapek medium"", ""glucose"", ""FeSO4"", ""NaNO3"", ""MgSO4"", ""KCl"", ""glycerol"", ""ampholines"", ""NaOH"", ""human erythrocyte hemoglobin"", ""phosphate buffer""]",,,TMB+H2O2
10.3233.jad-200754,mistral,mistral-small-latest,./prompts/prompt4.txt,18921.0,62812,249.0,868,,Glutathione Peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""EDTA-coated tubes"", ""Cayman 703102 GPX Assay kit""]",,,
10.1530.acta.0.1140208,mistral,mistral-small-latest,./prompts/prompt4.txt,6646.0,24601,287.0,963,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33 mM,0.33,5.0,28 ± 2 °C,"[""17\u00df-oestradiol"", ""progesterone"", ""3,3'-diaminobenzidine"", ""potassium iodide"", ""H2O2"", ""sesame oil""]",,,KI+H2O2
10.1039.c8dt01146j,mistral,mistral-small-latest,./prompts/prompt4.txt,17921.0,54210,1104.0,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1530.acta.0.1190320,mistral,mistral-small-latest,./prompts/prompt4.txt,1872.0,7150,251.0,900,TPO,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mmol/l KI,,7.4,20 °C,"[""human Graves' Tg"", ""KI"", ""glucose"", ""glucose oxidase"", ""sodium phosphate buffer""]",,,Tg + KI
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765.0,32218,1521.0,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~10 nm,10.0,,,4.82 mM,4.82,8.87e-9 M/s,8.87e-06,,,,,,,,,,,,,10 mM,10.0,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,TMB+H2O2
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765.0,32218,1521.0,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~60 nm,60.0,,,0.40 mM,0.4,1.67e-7 M/s,0.00016699999999999997,,,,,,,,,,,,,10 mM,10.0,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,TMB+H2O2
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765.0,32218,1521.0,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~20 nm,20.0,,,2.65 mM,2.65,3.32e-7 M/s,0.00033199999999999994,,,,,,,,,,,,,10 mM,10.0,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,TMB+H2O2
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765.0,32218,1521.0,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~10 nm,10.0,,,23.50 mM,23.5,9.85e-10 M/s,9.85e-07,,,,,,,,,,,,,0.1 mM,0.1,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,H2O2+TMB
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765.0,32218,1521.0,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~60 nm,60.0,,,7.54 mM,7.54,3.55e-7 M/s,0.000355,,,,,,,,,,,,,0.1 mM,0.1,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,H2O2+TMB
10.1016.j.colsurfb.2021.111953,mistral,mistral-small-latest,./prompts/prompt4.txt,8765.0,32218,1521.0,4904,MoS2,peroxidase,,quantum dots,,,,,,,,,,,,,~20 nm,20.0,,,17.19 mM,17.19,4.60e-8 M/s,4.599999999999999e-05,,,,,,,,,,,,,0.1 mM,0.1,4.0,25 °C,"[""(NH4)2MoS4"", ""glucose""]",,,H2O2+TMB
10.2135.cropsci1971.0011183x001100060014x,mistral,mistral-small-latest,./prompts/prompt4.txt,4732.0,17324,280.0,937,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145 M,145.0,5.6,30 C,"[""Geigy\u2019s Sequestrene 330 Fe (monosodium ferric diethylenetriaminepentaacetate or NaFeDPTA)"", ""reagent grade chemicals""]",,,H2O2 + guaiacol
10.1093.clinchem.28.2.311,mistral,mistral-small-latest,./prompts/prompt4.txt,9789.0,34169,292.0,1092,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 mmol/L,8.8,7.6,37 °C,"[""glutathione reductase"", ""reduced glutathione"", ""nicotinamide adenine dinucleotide phosphate (NADPH)"", ""tris(hydroxymethyl)aminomethane (Tris)"", ""disodium ethylenediaminetetraacetate dihydrate (Na2EDTA)"", ""sodium azide"", ""hydrogen peroxide""]",,,H2O2+TMB
10.1016.S0891-5849(02)01297-2,mistral,mistral-small-latest,./prompts/prompt4.txt,12158.0,41459,473.0,1602,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 mM,0.3,1.5 mM,1.5,,,,,,,"[""null""]",,,H2O2+TMB
